Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Miller, Steven W.",BILD 2,WI22,32,19,0.9470000000000001,0.895,5.66,3.11,2.85,False,False,False,False,False
"Strause, Linda G.",BILD 22,WI22,389,163,0.835,0.897,4.3,3.25,3.5,False,False,False,False,False
"Hammond, LaTisha Marie",BILD 3,WI22,147,75,0.878,0.797,4.39,3.17,3.16,False,False,False,False,False
"Hammond, LaTisha Marie",BILD 3,WI22,155,74,0.826,0.797,3.99,3.1,3.04,False,False,False,False,False
"Butler, Shannon Rhey",BILD 3,WI22,249,191,0.836,0.862,5.41,3.32,3.24,False,False,False,False,False
"Butler, Shannon Rhey",BILD 3,WI22,248,190,0.866,0.87,4.81,3.44,3.35,False,False,False,False,False
"Caffrey, Carolee",BILD 3,WI22,137,89,0.795,0.705,5.62,3.15,2.57,False,False,False,False,False
"Gustafson-Brown, Cindy",BILD 30,WI22,73,47,0.9359999999999999,0.915,4.76,2.8,2.82,False,False,False,False,False
"Mel, Stephanie",BILD 4,WI22,187,89,0.9890000000000001,0.9890000000000001,3.67,3.79,3.71,False,False,False,False,False
"Lo, Stanley M.",BILD 4,WI22,181,123,0.975,0.983,2.89,3.79,3.8,False,False,False,False,False
"Reuther, Keefe",BILD 4,WI22,185,153,0.9329999999999999,0.98,3.1,3.86,3.87,False,False,False,False,False
"Pickett, Brooke Elizabeth",BILD 4,WI22,189,163,0.951,0.988,3.57,3.79,3.77,False,False,False,False,False
"Reese, Aspen Taylor",BILD 44,WI22,33,24,0.7829999999999999,0.87,3.67,3.24,2.98,False,False,False,False,False
"Reuther, Keefe",BILD 5,WI22,40,27,0.9259999999999999,1.0,5.54,3.83,3.73,False,False,False,False,False
"Mueller, Liam O'Connor",BILD 5,WI22,24,10,1.0,1.0,4.7,3.56,3.32,False,False,False,False,False
"Mel, Stephanie",BILD 60,WI22,49,33,0.938,0.938,2.69,3.97,3.8,False,False,False,False,False
"Alfonso, Stephanie Isabel",BILD 1,FA21,141,73,0.638,0.515,4.5,3.14,2.54,True,False,False,False,False
"Meaders, Clara Leigh",BILD 1,FA21,189,132,0.9620000000000001,0.977,6.15,3.33,3.28,True,False,False,False,False
"Meaders, Clara Leigh",BILD 1,FA21,191,133,0.9690000000000001,0.985,5.75,3.51,3.37,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,FA21,164,141,0.899,0.884,5.0,3.16,3.11,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,FA21,161,146,0.895,0.8740000000000001,5.25,3.14,3.06,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,FA21,162,146,0.889,0.867,4.86,3.11,2.96,True,False,False,False,False
"Gustafson-Brown, Cindy",BILD 10,FA21,214,178,0.768,0.887,5.61,3.02,2.81,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 2,FA21,139,110,0.991,0.991,5.14,3.69,3.19,True,False,False,False,False
"Glasgow, Stacey Marie",BILD 2,FA21,59,37,0.946,0.9440000000000001,5.26,3.47,3.14,True,False,False,False,False
"Park, Ji Young",BILD 2,FA21,151,119,0.941,0.958,5.58,3.47,3.07,True,False,False,False,False
"Park, Ji Young",BILD 2,FA21,126,94,0.968,0.968,5.23,3.59,3.12,True,False,False,False,False
"Rana, Brinda Kanti",BILD 20,FA21,123,92,0.978,0.9440000000000001,3.41,3.58,3.64,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA21,185,130,0.961,0.9690000000000001,5.02,3.33,3.2,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA21,187,145,0.9790000000000001,0.986,5.15,3.3,3.25,True,False,False,False,False
"Caffrey, Carolee",BILD 3,FA21,155,107,0.9059999999999999,0.857,6.54,3.21,2.37,True,False,False,False,False
"Butler, Shannon Rhey",BILD 3,FA21,161,128,0.883,0.898,4.64,3.47,3.55,True,False,False,False,False
"Butler, Shannon Rhey",BILD 3,FA21,159,128,0.8809999999999999,0.897,5.18,3.5,3.5,True,False,False,False,False
"Butler, Shannon Rhey",BILD 3,FA21,163,135,0.887,0.91,4.91,3.45,3.51,True,False,False,False,False
"Burg, Michael",BILD 32,FA21,153,133,0.917,0.9620000000000001,4.65,3.25,2.87,True,False,False,False,False
"Mel, Stephanie",BILD 4,FA21,377,250,0.9470000000000001,0.992,3.18,3.65,3.71,True,False,False,False,False
"Lo, Stanley M.",BILD 4,FA21,378,290,0.955,0.9890000000000001,3.17,3.72,3.75,True,False,False,False,False
"Hammond, LaTisha Marie",BILD 60,FA21,48,19,0.889,1.0,4.5,3.89,3.77,True,False,False,False,False
"Pogliano, Joseph",BILD 70,FA21,30,20,1.0,1.0,2.61,4.0,4.0,True,False,False,False,False
"Chu, Monica W",BILD 1,SP21,173,133,0.955,0.9620000000000001,6.18,3.2,3.45,True,False,False,False,False
"Meaders, Clara Leigh",BILD 1,SP21,115,78,1.0,1.0,5.12,3.46,3.51,True,False,False,False,False
"Rusert, Jessica Marie",BILD 1,SP21,106,68,0.818,0.818,6.2,3.33,2.83,True,False,False,False,False
"Rusert, Jessica Marie",BILD 1,SP21,101,68,0.8959999999999999,0.8809999999999999,5.69,3.44,2.98,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,SP21,76,64,0.953,0.922,5.38,3.0,3.26,True,False,False,False,False
"Burg, Michael",BILD 2,SP21,183,144,0.965,0.965,5.47,3.41,3.19,True,False,False,False,False
"Park, Ji Young",BILD 2,SP21,191,159,0.956,0.9620000000000001,4.93,3.65,3.44,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 2,SP21,55,44,0.977,0.977,6.64,3.53,3.1,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 2,SP21,55,46,0.978,0.978,5.2,3.72,3.16,True,False,False,False,False
"Pillus, Lorraine",BILD 20,SP21,112,80,0.823,0.899,4.96,2.98,3.29,True,False,False,False,False
"Caffrey, Carolee",BILD 3,SP21,72,44,0.8640000000000001,0.795,6.09,3.37,2.81,True,False,False,False,False
"Butler, Shannon Rhey",BILD 3,SP21,191,139,0.95,0.9490000000000001,5.02,3.53,3.49,True,False,False,False,False
"Kurle, Carolyn M.",BILD 3,SP21,214,98,0.9690000000000001,0.9690000000000001,4.44,3.64,3.73,True,False,False,False,False
"Kohn, Joshua R",BILD 3,SP21,20,8,1.0,1.0,4.5,3.6,2.44,True,False,False,False,False
"Gambel, Jessica Erin",BILD 3,SP21,140,100,0.9490000000000001,0.96,4.5,3.64,3.46,True,False,False,False,False
"Mel, Stephanie",BILD 4,SP21,186,105,0.96,0.99,3.13,3.91,3.67,True,False,False,False,False
"Reuther, Keefe",BILD 4,SP21,186,131,0.9079999999999999,1.0,3.42,3.83,3.75,True,False,False,False,False
"Mayfield, Stephen P.",BILD 42,SP21,68,25,0.875,0.88,4.76,3.29,3.54,True,False,False,False,False
"Rifkin, Scott",BILD 60,SP21,26,16,0.667,0.8,6.88,3.67,3.69,True,False,False,False,False
"Bier, Ethan",BILD 7,SP21,140,36,0.889,0.972,4.39,3.69,3.14,True,False,False,False,False
"Yanofsky, Martin F.",BILD 7,SP21,140,36,0.889,1.0,4.39,3.69,3.14,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,WI21,175,164,0.866,0.823,5.65,3.1,3.26,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,WI21,175,153,0.816,0.757,5.55,3.02,3.16,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,WI21,166,146,0.807,0.7929999999999999,6.13,3.11,3.11,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 1,WI21,180,155,0.987,0.9940000000000001,5.39,3.75,3.67,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 1,WI21,188,161,0.963,0.9690000000000001,5.79,3.59,3.5,True,False,False,False,False
"Komiyama, Takaki",BILD 12,WI21,89,36,0.943,0.971,3.61,3.43,3.25,True,False,False,False,False
"Su, Chih-Ying",BILD 2,WI21,170,125,0.927,0.855,5.39,3.18,3.14,True,False,False,False,False
"Schroeder, Julian I",BILD 2,WI21,202,169,0.958,0.946,5.21,3.43,3.56,True,False,False,False,False
"Park, Ji Young",BILD 2,WI21,52,39,1.0,0.9470000000000001,4.81,3.68,3.39,True,False,False,False,False
"Park, Ji Young",BILD 2,WI21,51,38,1.0,1.0,5.82,3.75,3.4,True,False,False,False,False
"Park, Ji Young",BILD 2,WI21,53,45,0.978,0.978,5.48,3.78,3.52,True,False,False,False,False
"Strause, Linda G.",BILD 22,WI21,371,157,0.87,0.9009999999999999,4.49,3.49,3.55,True,False,False,False,False
"Gambel, Jessica Erin",BILD 3,WI21,176,111,1.0,0.972,4.56,3.63,3.63,True,False,False,False,False
"Gambel, Jessica Erin",BILD 3,WI21,162,113,1.0,1.0,4.32,3.64,3.57,True,False,False,False,False
"Gambel, Jessica Erin",BILD 3,WI21,135,87,0.9309999999999999,0.943,5.35,3.64,3.51,True,False,False,False,False
"Caffrey, Carolee",BILD 3,WI21,140,99,0.889,0.8079999999999999,6.09,3.48,3.22,True,False,False,False,False
"Butler, Shannon Rhey",BILD 3,WI21,179,146,0.9229999999999999,0.93,5.31,3.56,3.63,True,False,False,False,False
"Macagno, Eduardo R.",BILD 38,WI21,46,21,0.9470000000000001,1.0,4.0,3.45,3.81,True,False,False,False,False
"Mel, Stephanie",BILD 4,WI21,188,123,0.951,0.9670000000000001,3.39,3.88,3.81,True,False,False,False,False
"Lo, Stanley Malvin Ming-Hi",BILD 4,WI21,194,155,0.8690000000000001,0.961,3.47,3.78,3.77,True,False,False,False,False
"Reuther, Keefe",BILD 4,WI21,196,131,0.9540000000000001,0.992,3.32,3.78,3.83,True,False,False,False,False
"Cleland, Elsa Eleanor",BILD 46,WI21,38,18,1.0,1.0,3.5,3.67,3.57,True,False,False,False,False
"Mel, Stephanie",BILD 60,WI21,46,25,1.0,1.0,3.33,3.88,3.86,True,False,False,False,False
"Mel, Stephanie",BILD 1,FA20,46,19,1.0,0.9470000000000001,4.39,3.22,2.5,True,False,False,False,False
"Mel, Stephanie",BILD 1,FA20,49,33,0.879,0.9390000000000001,5.47,3.13,2.99,True,False,False,False,False
"Mel, Stephanie",BILD 1,FA20,49,23,0.9520000000000001,0.95,4.95,3.41,3.09,True,False,False,False,False
"Pekkurnaz Banghart, Gulcin",BILD 1,FA20,49,39,0.9740000000000001,1.0,5.24,3.68,3.5,True,False,False,False,False
"Pekkurnaz Banghart, Gulcin",BILD 1,FA20,48,44,0.977,0.955,5.36,3.78,3.44,True,False,False,False,False
"Pekkurnaz Banghart, Gulcin",BILD 1,FA20,50,41,0.951,1.0,3.52,3.77,3.53,True,False,False,False,False
"Butler, Shannon Rhey",BILD 1,FA20,199,156,0.935,0.9420000000000001,5.1,3.45,3.33,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,47,34,0.912,0.882,4.85,3.27,2.77,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,47,43,0.907,0.977,4.97,3.24,2.97,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,49,37,0.892,0.919,5.36,3.15,2.71,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,50,35,1.0,0.971,4.1,3.49,2.99,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,42,33,0.9390000000000001,0.9390000000000001,5.65,3.33,2.87,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,50,40,0.925,1.0,6.15,3.45,3.1,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,49,41,0.951,0.925,5.28,3.5,3.23,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,45,34,0.971,0.971,6.03,3.44,3.15,True,False,False,False,False
"Chu, Monica W",BILD 1,FA20,49,28,0.9259999999999999,0.846,5.69,3.48,2.95,True,False,False,False,False
"Pirino, Giorgia",BILD 10,FA20,229,180,0.961,0.9440000000000001,4.33,3.72,3.54,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 2,FA20,41,33,1.0,1.0,6.26,3.67,3.33,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 2,FA20,40,32,0.938,0.875,6.44,3.69,3.6,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 2,FA20,40,32,1.0,1.0,6.25,3.63,3.53,True,False,False,False,False
"Glasgow, Stacey Marie",BILD 2,FA20,40,27,0.963,0.963,5.46,3.52,3.22,True,False,False,False,False
"Glasgow, Stacey Marie",BILD 2,FA20,39,25,0.96,0.96,6.5,3.4,2.99,True,False,False,False,False
"Glasgow, Stacey Marie",BILD 2,FA20,40,31,1.0,0.968,5.6,3.45,2.95,True,False,False,False,False
"Park, Ji Young",BILD 2,FA20,38,31,1.0,1.0,5.02,3.6,3.29,True,False,False,False,False
"Park, Ji Young",BILD 2,FA20,41,33,1.0,0.97,5.11,3.61,3.18,True,False,False,False,False
"Park, Ji Young",BILD 2,FA20,40,28,0.963,1.0,5.19,3.5,3.13,True,False,False,False,False
"Kuret, Thomas Joseph",BILD 2,FA20,116,91,0.978,0.9329999999999999,6.17,3.45,3.31,True,False,False,False,False
"Rana, Brinda Kanti",BILD 20,FA20,122,106,0.7829999999999999,0.84,4.25,3.04,3.23,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA20,50,31,1.0,1.0,5.27,3.43,3.22,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA20,49,35,0.971,0.971,4.16,3.71,3.35,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA20,49,36,1.0,1.0,5.0,3.63,3.43,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA20,50,35,0.941,0.971,4.5,3.5,3.27,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA20,48,36,0.972,1.0,5.11,3.63,3.84,True,False,False,False,False
"Stockwell, Sarah R",BILD 3,FA20,48,36,0.943,0.971,4.56,3.54,3.47,True,False,False,False,False
"Reuther, Keefe",BILD 3,FA20,49,37,0.917,0.9440000000000001,4.99,3.68,3.79,True,False,False,False,False
"Reuther, Keefe",BILD 3,FA20,50,42,0.9520000000000001,0.976,5.21,3.62,3.78,True,False,False,False,False
"Reuther, Keefe",BILD 3,FA20,49,40,0.9,0.975,4.75,3.55,3.72,True,False,False,False,False
"Gambel, Jessica Erin",BILD 3,FA20,33,20,0.95,0.895,5.2,3.3,3.36,True,False,False,False,False
"Gambel, Jessica Erin",BILD 3,FA20,20,13,0.9229999999999999,0.9229999999999999,5.88,3.08,2.97,True,False,False,False,False
"Caffrey, Carolee",BILD 3,FA20,21,14,1.0,0.929,5.07,3.64,2.8,True,False,False,False,False
"Caffrey, Carolee",BILD 3,FA20,34,21,0.895,0.895,4.39,3.5,2.62,True,False,False,False,False
"Caffrey, Carolee",BILD 3,FA20,142,112,0.873,0.8640000000000001,6.14,3.43,3.09,True,False,False,False,False
"Hedrick, Stephen M",BILD 30,FA20,117,95,0.958,1.0,4.04,3.44,3.43,True,False,False,False,False
"Burg, Michael",BILD 32,FA20,82,67,0.985,0.985,4.38,3.64,3.59,True,False,False,False,False
"Lo, Stanley Malvin Ming-Hi",BILD 4,FA20,375,306,0.9570000000000001,0.997,2.7,3.85,3.99,True,False,False,False,False
"Mel, Stephanie",BILD 4,FA20,187,146,0.993,0.993,2.87,3.83,3.83,True,False,False,False,False
"Reuther, Keefe",BILD 4,FA20,189,145,0.938,0.986,3.13,3.72,3.58,True,False,False,False,False
"Macagno, Eduardo R.",BILD 60,FA20,41,21,0.95,0.95,3.1,3.85,3.37,True,False,False,False,False
"Pogliano, Joseph",BILD 70,FA20,28,20,1.0,1.0,2.5,4.0,4.0,True,False,False,False,False
"Patrick, Gentry",BILD 1,SP20,210,91,0.888,0.8859999999999999,5.36,3.24,3.54,True,False,False,False,False
"Butler, Shannon Rhey",BILD 1,SP20,211,169,0.934,0.8859999999999999,5.01,3.38,3.46,True,False,False,False,False
"Cooper, Andrew Michael",BILD 1,SP20,278,211,0.866,0.89,5.95,3.09,3.31,True,False,False,False,False
"Burg, Michael",BILD 2,SP20,182,159,0.961,0.9420000000000001,5.53,3.52,3.74,True,False,False,False,False
"Owens, Melinda Tsao-Ying",BILD 2,SP20,259,192,0.9740000000000001,0.9420000000000001,6.48,3.65,3.43,True,False,False,False,False
"Strause, Linda G.",BILD 22,SP20,346,152,0.907,0.919,3.88,3.63,3.74,True,False,False,False,False
