Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Sepuya, Paul Mpagi",VIS 60,FA22,127,60,1.0,1.0,4.67,3.78,3.64,False,False,False,False,False
"Segade, Alexandro Abraham",VIS 70N,FA22,130,57,0.9620000000000001,0.9620000000000001,3.68,3.89,3.5,False,False,False,False,False
"Adler, Amy",VIS 80,FA22,148,57,0.9640000000000001,0.946,5.79,3.89,3.99,False,False,False,False,False
"Kiratli, Solen",VIS 10,SP22,234,84,0.867,0.9279999999999999,2.7,3.79,3.62,False,False,False,False,False
"Cruz, Edwin Teddy",VIS 102,SP22,75,29,0.9259999999999999,0.963,4.94,3.7,3.47,False,False,False,False,True
"Cruz, Edwin Teddy",VIS 103,SP22,68,20,0.9440000000000001,1.0,3.94,3.87,3.72,False,False,False,False,True
"Adler, Amy",VIS 105A,SP22,34,22,1.0,1.0,7.55,3.9,3.81,False,False,False,False,True
"Vangenderen, Monique Luise",VIS 106A,SP22,24,9,1.0,1.0,9.75,3.75,3.85,False,False,False,False,True
"Ortiz-Torres, Ruben",VIS 106B,SP22,25,9,0.875,0.5,6.0,3.38,3.74,False,False,False,False,True
"Gallaccio, Anya",VIS 107A,SP22,26,5,0.8,1.0,6.1,3.6,3.89,False,False,False,False,True
"Tronzo, William",VIS 114A,SP22,21,3,1.0,1.0,3.17,3.67,3.85,False,False,False,False,True
"Rose, Jordan M",VIS 124E,SP22,32,5,1.0,1.0,5.7,3.75,3.41,False,False,False,False,True
"Newsome, Elizabeth Ann",VIS 126AN,SP22,69,16,1.0,0.938,5.0,3.5,3.67,False,False,False,False,True
"Shen, Kuiyi",VIS 127B,SP22,135,29,0.8,0.84,3.94,3.64,3.56,False,False,False,False,True
"Tronzo, William",VIS 128A,SP22,71,15,0.9329999999999999,1.0,3.17,3.91,3.79,False,False,False,False,True
"Wardwell, Mariana Razo",VIS 150,SP22,30,6,0.6,0.4,4.9,3.0,3.71,False,False,False,False,True
"Cartwright, Lisa",VIS 159,SP22,130,56,0.9229999999999999,0.9229999999999999,4.0,3.83,3.9,False,False,False,False,True
"Nakayama, Yue",VIS 164,SP22,21,17,1.0,1.0,5.88,3.88,3.93,False,False,False,False,True
"Sprague, Sean Jeffrey",VIS 165,SP22,22,7,1.0,1.0,11.36,3.57,3.86,False,False,False,False,True
"Nakayama, Yue",VIS 167,SP22,22,15,1.0,1.0,5.7,3.87,3.81,False,False,False,False,True
"Sprague, Sean Jeffrey",VIS 168,SP22,22,10,0.9,0.9,8.3,3.8,3.4,False,False,False,False,True
"Zurita, Dmitri",VIS 174,SP22,21,9,1.0,1.0,5.64,3.83,3.62,False,False,False,False,True
"Thomas Valdivia, Eduardo Allan",VIS 175,SP22,22,13,1.0,1.0,7.67,3.92,3.88,False,False,False,False,True
"Trigilio, Michael",VIS 178,SP22,22,9,1.0,1.0,7.39,3.89,3.88,False,False,False,False,True
"Segade, Alexandro Abraham",VIS 179,SP22,24,5,1.0,1.0,8.5,3.6,3.42,False,False,False,False,True
"Zurita, Dmitri",VIS 183A,SP22,22,16,0.875,0.938,6.5,3.88,3.75,False,False,False,False,True
"Shen, Kuiyi",VIS 21B,SP22,173,72,0.943,0.882,3.63,3.92,3.89,False,False,False,False,False
"Rose, Jordan M",VIS 22,SP22,180,64,0.934,0.9329999999999999,3.73,3.52,3.45,False,False,False,False,False
"Iglesias, Janelle Ann",VIS 3,SP22,228,103,0.887,0.9259999999999999,6.73,3.81,3.55,False,False,False,False,False
"Dominguez, Ricardo",VIS 31,SP22,74,29,1.0,1.0,2.43,3.89,3.99,False,False,False,False,False
"D'Elena-Tweed, Jessica Erin",VIS 41,SP22,93,44,0.9740000000000001,0.917,6.35,3.95,3.8,False,False,False,False,False
"Gomez Mostajo, Maria Loren",VIS 60,SP22,135,48,0.7609999999999999,0.773,6.72,3.61,3.56,False,False,False,False,False
"Cho, Erica",VIS 70N,SP22,123,56,0.755,0.5660000000000001,4.5,3.65,3.38,False,False,False,False,False
"Tufenkian, Armand Yervant",VIS 84,SP22,270,98,0.8490000000000001,0.815,4.03,3.77,3.34,False,False,False,False,False
"Park, Kyong Dong",VIS 103B,WI22,68,26,0.87,0.7390000000000001,5.72,3.43,3.36,False,False,False,False,True
"Chapin, Taylor Mackenzie",VIS 105B,WI22,27,15,1.0,1.0,8.23,4.0,3.94,False,False,False,False,True
"Li, Huai",VIS 105D,WI22,25,7,0.857,0.857,5.36,3.86,3.7,False,False,False,False,True
"Tobe, Geoffroy",VIS 106A,WI22,22,10,1.0,1.0,11.61,3.78,3.82,False,False,False,False,True
"Iglesias, Janelle Ann",VIS 107A,WI22,25,7,1.0,1.0,7.93,3.86,3.57,False,False,False,False,True
"Cartwright, Lisa",VIS 11,WI22,287,111,0.8690000000000001,0.935,3.98,3.8,3.78,False,False,False,False,False
"Tronzo, William",VIS 122B,WI22,82,37,1.0,1.0,3.67,3.91,3.79,False,False,False,False,True
"Kester, Grant",VIS 125G,WI22,71,20,0.8,1.0,6.2,3.79,3.02,False,False,False,False,True
"Stuker, Jeffrey Ryan",VIS 135,WI22,36,10,1.0,0.889,4.25,3.75,3.77,False,False,False,False,True
"Alexander, Amy J",VIS 145A,WI22,76,26,0.885,0.885,5.37,3.63,3.72,False,False,False,False,True
"Stone, Patricia",VIS 147A,WI22,40,14,0.857,0.857,5.93,3.79,3.94,False,False,False,False,True
"Cartwright, Lisa",VIS 152D,WI22,130,44,0.932,0.955,5.91,3.73,3.92,False,False,False,False,True
"Nakayama, Yue",VIS 164,WI22,22,16,1.0,1.0,6.1,3.87,3.88,False,False,False,False,True
"Camargo, William",VIS 164,WI22,22,6,1.0,1.0,5.83,3.33,3.65,False,False,False,False,True
"Sepuya, Paul Mpagi",VIS 165,WI22,24,5,1.0,1.0,11.7,4.0,3.83,False,False,False,False,True
"Kauffmann, Casey",VIS 174,WI22,22,15,0.929,0.929,8.64,3.57,3.16,False,False,False,False,True
"Dinco, Dino",VIS 177,WI22,21,7,1.0,1.0,6.9,3.75,3.44,False,False,False,False,True
"Mangolte, Babette",VIS 181,WI22,21,8,0.5710000000000001,0.28600000000000003,7.75,3.13,3.59,False,False,False,False,True
"Trigilio, Michael",VIS 183B,WI22,23,11,0.8,0.9,11.1,3.6,3.8,False,False,False,False,True
"Dinco, Dino",VIS 2,WI22,85,36,0.968,0.9,3.21,3.93,3.76,False,False,False,False,False
"Newsome, Elizabeth Ann",VIS 21A,WI22,117,58,0.909,0.722,2.46,3.82,3.76,False,False,False,False,False
"Klemm, Peri Marka",VIS 22,WI22,177,64,0.887,0.934,3.64,3.66,3.53,False,False,False,False,False
"D'Elena-Tweed, Jessica Erin",VIS 41,WI22,142,52,0.922,0.725,5.25,3.88,3.91,False,False,False,False,False
"Camargo, William",VIS 60,WI22,132,39,0.895,0.838,4.34,3.7,3.71,False,False,False,False,False
"Kester, Grant",VIS 83,WI22,135,52,0.98,0.98,4.18,3.69,3.59,False,False,False,False,False
"Tonies, Joshua Vanjaymes",VIS 1,FA21,391,237,0.922,0.983,4.28,3.95,3.94,True,False,False,False,False
"Park, Kyong Dong",VIS 100,FA21,71,23,0.7140000000000001,0.667,7.41,3.3,3.61,True,False,False,False,True
"Cruz, Edwin Teddy",VIS 101,FA21,63,24,0.955,0.955,5.59,3.71,3.57,True,False,False,False,True
"Park, Kyong Dong",VIS 103A,FA21,75,27,0.846,0.846,5.35,3.62,3.43,True,False,False,False,True
"De Luca, Mara Julia",VIS 105A,FA21,30,27,1.0,1.0,7.17,3.81,3.99,True,False,False,False,True
"Chew Ii, Troy Lamarr",VIS 106A,FA21,25,14,1.0,0.929,6.93,3.86,4.0,True,False,False,False,True
"De Luca, Mara Julia",VIS 106B,FA21,24,20,1.0,1.0,8.7,3.9,3.95,True,False,False,False,True
"Tronzo, William",VIS 121B,FA21,79,25,1.0,0.96,3.62,3.78,3.81,True,False,False,False,True
"Evans, Allison Olivia",VIS 125BN,FA21,74,28,0.9620000000000001,0.963,5.31,3.76,3.4,True,False,False,False,True
"Gray, Jonah Peter",VIS 126HN,FA21,33,17,1.0,0.929,3.09,3.82,3.31,True,False,False,False,True
"Chen, Ifan",VIS 127N,FA21,126,47,0.622,0.512,6.54,3.68,3.6,True,False,False,False,True
"Kiratli, Solen",VIS 142,FA21,115,54,0.904,0.9229999999999999,6.26,3.68,3.66,True,False,False,False,True
"Akten, Mehmet",VIS 143,FA21,21,9,1.0,0.889,6.72,3.89,3.69,True,False,False,False,True
"Navab-Gojrati, Nassem",VIS 147A,FA21,42,15,1.0,1.0,5.83,3.92,3.31,True,False,False,False,True
"Gomez Mostajo, Maria Loren",VIS 156,FA21,69,22,0.545,0.429,6.95,3.5,3.56,True,False,False,False,True
"Camargo, William",VIS 164,FA21,22,12,1.0,1.0,4.83,3.91,3.92,True,False,False,False,True
"Sprague, Sean Jeffrey",VIS 165,FA21,22,13,1.0,1.0,9.58,3.92,3.57,True,False,False,False,True
"Sepuya, Paul Mpagi",VIS 167,FA21,22,12,1.0,1.0,8.33,3.83,3.95,True,False,False,False,True
"Nakayama, Yue",VIS 171,FA21,21,16,0.938,0.938,6.88,4.0,3.9,True,False,False,False,True
"Mangolte, Babette",VIS 174,FA21,20,10,0.2,0.2,5.9,3.1,3.44,True,False,False,False,True
"Zurita, Dmitri",VIS 174,FA21,22,15,0.9329999999999999,0.9329999999999999,7.57,3.67,3.95,True,False,False,False,True
"Nakayama, Yue",VIS 175,FA21,21,15,1.0,1.0,6.37,4.0,3.95,True,False,False,False,True
"Cho, Erica",VIS 177,FA21,23,14,1.0,1.0,5.12,3.69,3.27,True,False,False,False,True
"Woods, Ann",VIS 20,FA21,362,191,0.9620000000000001,0.978,3.41,3.68,3.51,True,False,False,False,False
"Yoldas, Pinar",VIS 30,FA21,87,63,0.968,1.0,5.02,3.77,3.54,True,False,False,False,False
"D'Elena-Tweed, Jessica Erin",VIS 41,FA21,145,78,0.878,0.8290000000000001,5.33,3.79,3.64,True,False,False,False,False
"Sepuya, Paul Mpagi",VIS 60,FA21,159,64,0.8170000000000001,0.897,6.03,3.4,3.3,True,False,False,False,False
"Miller, Nicole L",VIS 70N,FA21,129,69,0.857,0.797,4.56,3.79,3.53,True,False,False,False,False
"Tonies, Joshua Vanjaymes",VIS 80,FA21,148,85,1.0,1.0,6.52,3.9,3.77,True,False,False,False,False
"Stalbaum, Brett",VIS 10,SP21,152,54,0.907,0.981,4.09,3.7,3.79,True,False,False,False,False
"Cruz, Edwin Teddy",VIS 102,SP21,72,23,0.955,0.8640000000000001,4.59,3.52,3.48,True,False,False,False,True
"Park, Kyong Dong",VIS 103C,SP21,25,11,0.727,0.818,4.3,3.75,2.87,True,False,False,False,True
"Wohl, Sam",VIS 105A,SP21,30,18,0.9440000000000001,0.889,7.83,3.72,3.81,True,False,False,False,True
"Maslansky, Max",VIS 106A,SP21,24,7,1.0,1.0,10.21,3.86,3.89,True,False,False,False,True
"Ortiz-Torres, Ruben",VIS 106B,SP21,23,9,1.0,0.889,9.17,3.44,3.76,True,False,False,False,True
"Tronzo, William",VIS 122B,SP21,74,16,1.0,1.0,5.93,3.86,3.89,True,False,False,False,True
"Newsome, Elizabeth Ann",VIS 126BN,SP21,67,22,1.0,1.0,6.68,3.65,3.78,True,False,False,False,True
"Rose, Jordan M",VIS 128C,SP21,75,23,0.905,0.905,4.79,3.83,3.64,True,False,False,False,True
"Stalbaum, Brett",VIS 141A,SP21,23,8,0.875,0.875,6.0,3.75,3.97,True,False,False,False,True
"Williams, Alena J",VIS 157,SP21,45,18,0.9440000000000001,0.9440000000000001,4.72,3.6,3.08,True,False,False,False,True
"Williams, Alena J",VIS 159,SP21,129,66,0.9079999999999999,0.953,5.61,3.69,3.53,True,False,False,False,True
"Cross, Brian R",VIS 164,SP21,23,10,1.0,1.0,7.1,3.5,3.71,True,False,False,False,True
"Sprague, Sean Jeffrey",VIS 167,SP21,22,8,1.0,1.0,7.25,3.86,3.29,True,False,False,False,True
"Trigilio, Michael",VIS 172,SP21,22,9,0.889,1.0,9.17,3.5,3.59,True,False,False,False,True
"Porter, Ava Hermine",VIS 175,SP21,20,8,1.0,0.875,7.0,3.63,4.0,True,False,False,False,True
"Dinco, Dino",VIS 177,SP21,22,6,1.0,1.0,7.17,4.0,3.76,True,False,False,False,True
"Moore, Christian Samuel",VIS 183A,SP21,21,17,1.0,1.0,7.56,3.82,3.78,True,False,False,False,True
"Wohl, Sam",VIS 183B,SP21,21,7,0.8,0.8,7.07,3.5,3.67,True,False,False,False,True
"Trigilio, Michael",VIS 185,SP21,21,3,1.0,1.0,11.83,3.67,3.41,True,False,False,False,True
"Newsome, Elizabeth Ann",VIS 21A,SP21,79,23,0.87,0.826,3.02,3.91,3.91,True,False,False,False,False
"Kester, Grant",VIS 22,SP21,180,67,0.9540000000000001,0.985,4.41,3.71,3.41,True,False,False,False,False
"Herc-Balaszek, Malgorzata",VIS 3,SP21,238,89,0.9640000000000001,0.9520000000000001,3.64,3.89,3.85,True,False,False,False,False
"Porter, Ava Hermine",VIS 60,SP21,133,42,0.8290000000000001,0.805,5.35,3.61,3.54,True,False,False,False,False
"Cho, Erica",VIS 70N,SP21,121,52,0.765,0.68,6.5,3.51,3.27,True,False,False,False,False
"Cruz, Edwin Teddy",VIS 100,WI21,70,27,0.885,0.9620000000000001,4.57,3.65,3.67,True,False,False,False,True
"Cruz, Edwin Teddy",VIS 103,WI21,67,29,0.9259999999999999,0.963,3.79,3.45,3.75,True,False,False,False,True
"Li, Huai",VIS 105D,WI21,24,9,1.0,1.0,4.94,3.89,3.95,True,False,False,False,True
"Vangenderen, Monique Luise",VIS 106A,WI21,25,9,1.0,1.0,7.39,3.78,3.68,True,False,False,False,True
"Gallaccio, Anya",VIS 107A,WI21,27,17,1.0,0.8240000000000001,6.26,3.94,3.83,True,False,False,False,True
"Clark, Artemisa Marie",VIS 11,WI21,291,134,0.792,0.65,3.88,3.72,3.79,True,False,False,False,False
"Tronzo, William",VIS 121AN,WI21,73,19,0.9440000000000001,0.9440000000000001,4.28,3.88,3.82,True,False,False,False,True
"Newsome, Elizabeth Ann",VIS 126HN,WI21,38,14,1.0,1.0,3.64,3.67,3.76,True,False,False,False,True
"Yoldas, Pinar",VIS 135,WI21,30,15,0.8,0.733,7.03,3.54,3.54,True,False,False,False,True
"Alexander, Amy J",VIS 145A,WI21,76,23,0.7829999999999999,0.87,4.67,3.77,3.78,True,False,False,False,True
"Stalbaum, Brett",VIS 147A,WI21,43,15,0.846,0.846,6.96,3.92,3.8,True,False,False,False,True
"Mangolte, Babette",VIS 152D,WI21,30,10,0.7,0.6,8.3,3.0,3.31,True,False,False,False,True
"Kester, Grant",VIS 158,WI21,112,30,0.9329999999999999,0.9670000000000001,3.57,3.54,3.47,True,False,False,False,True
"Kester, Grant",VIS 164,WI21,21,6,1.0,1.0,7.83,4.0,3.82,True,False,False,False,True
"Sepuya, Paul Mpagi",VIS 168,WI21,23,10,0.889,0.889,7.39,3.78,3.95,True,False,False,False,True
"Porter, Ava Hermine",VIS 171,WI21,22,6,1.0,0.833,10.83,3.33,3.94,True,False,False,False,True
"Miller, Nicole L",VIS 174,WI21,21,12,1.0,0.833,6.17,3.36,3.82,True,False,False,False,True
"Moore, Christian Samuel",VIS 175,WI21,22,12,1.0,1.0,8.0,3.92,3.85,True,False,False,False,True
"Moore, Christian Samuel",VIS 178,WI21,22,10,1.0,1.0,9.1,4.0,3.89,True,False,False,False,True
"Porter, Ava Hermine",VIS 180B,WI21,21,7,1.0,1.0,8.5,4.0,3.87,True,False,False,False,True
"Dinco, Dino",VIS 2,WI21,94,53,0.9229999999999999,0.9229999999999999,3.0,3.8,3.57,True,False,False,False,False
"Shen, Kuiyi",VIS 21B,WI21,172,65,0.8909999999999999,0.938,4.1,3.86,3.73,True,False,False,False,False
"Rose, Jordan M",VIS 22,WI21,182,66,0.8909999999999999,0.938,4.25,3.75,3.62,True,False,False,False,False
"D'Elena-Tweed, Jessica Erin",VIS 41,WI21,141,72,0.903,0.9440000000000001,4.31,3.87,3.86,True,False,False,False,False
"Sepuya, Paul Mpagi",VIS 60,WI21,160,77,0.973,0.973,4.71,3.78,3.66,True,False,False,False,False
"Cartwright, Lisa",VIS 84,WI21,279,98,0.9490000000000001,0.9590000000000001,4.13,3.82,3.88,True,False,False,False,False
"Tonies, Joshua Vanjaymes",VIS 1,FA20,361,276,0.9670000000000001,0.978,4.31,3.88,3.89,True,False,False,False,False
"Park, Kyong Dong",VIS 101,FA20,68,23,0.85,0.85,5.45,3.5,3.49,True,False,False,False,True
"Park, Kyong Dong",VIS 103B,FA20,72,29,0.7240000000000001,0.828,4.43,3.58,3.5,True,False,False,False,True
"Gregoire, Mathieu",VIS 105A,FA20,30,19,0.9470000000000001,0.895,7.17,3.56,3.8,True,False,False,False,True
"De Luca, Mara Julia",VIS 106A,FA20,24,20,1.0,1.0,8.3,3.79,3.83,True,False,False,False,True
"Tronzo, William",VIS 121C,FA20,75,27,1.0,1.0,3.81,3.91,3.86,True,False,False,False,True
"Rose, Jordan M",VIS 124CN,FA20,79,30,0.867,0.9670000000000001,4.5,3.88,3.7,True,False,False,False,True
"Shen, Kuiyi",VIS 127P,FA20,112,38,0.861,0.778,5.5,3.67,3.52,True,False,False,False,True
"Welchman, John C.",VIS 128C,FA20,39,11,0.818,0.909,5.05,3.4,3.39,True,False,False,False,True
"Kiratli, Solen",VIS 142,FA20,125,60,0.9490000000000001,0.983,5.8,3.71,3.64,True,False,False,False,True
