Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Gill, Philip E.",MATH 171B,SP23,86,26,0.909,0.909,7.86,3.32,3.55,False,True,False,False,True
"Upton, James Thomas",MATH 18,SP23,161,104,0.894,0.9229999999999999,5.69,3.3,2.81,False,True,False,False,False
"Dumitriu, Ioana",MATH 18,SP23,535,343,0.821,0.809,6.32,3.2,2.68,False,True,False,False,False
"Agarwal, Pooja",MATH 180B,SP23,92,37,0.9440000000000001,0.917,6.5,3.44,2.95,False,True,False,False,True
"Nemish, Yuriy",MATH 180C,SP23,144,34,0.813,0.7240000000000001,7.92,3.61,3.11,False,True,False,False,True
"Hu, Yuan",MATH 181A,SP23,168,62,0.75,0.5670000000000001,7.47,3.17,2.78,False,True,False,False,True
"Rava, Denise",MATH 181B,SP23,115,41,0.9209999999999999,0.9470000000000001,7.47,3.58,3.2,False,True,False,False,True
"Hu, Yuan",MATH 183,SP23,281,95,0.789,0.618,5.55,3.44,2.89,False,True,False,False,True
"Rava, Denise",MATH 185,SP23,100,20,0.895,0.9470000000000001,7.34,3.84,3.47,False,True,False,False,True
"Lahiri, Aranya",MATH 187A,SP23,188,58,0.982,0.9640000000000001,5.24,3.84,3.7,False,True,False,False,True
"Ries, Daniel Charles",MATH 189,SP23,299,78,0.945,0.945,5.1,3.9,3.85,False,True,False,False,True
"Kongsgaard, Daniel",MATH 20A,SP23,218,164,0.9440000000000001,0.9009999999999999,6.19,3.12,2.61,False,True,False,False,False
"Ohm, Ko Woon",MATH 20C,SP23,253,95,0.9129999999999999,0.9229999999999999,6.65,3.29,2.69,False,True,False,False,False
"Tran, Khoa Dang",MATH 20C,SP23,106,79,0.924,0.861,7.19,3.36,2.99,False,True,False,False,False
"Bach, Quang Tran",MATH 20C,SP23,103,54,0.98,0.98,5.52,3.65,2.99,False,True,False,False,False
"Ramachandran, Nandagopal",MATH 20D,SP23,135,54,0.941,0.922,5.67,3.65,3.38,False,True,False,False,False
"Lee, Kisun",MATH 20D,SP23,191,154,0.9740000000000001,1.0,6.11,3.6,3.34,False,True,False,False,False
"McGlade, Finley Desmond MacIver",MATH 20D,SP23,174,77,0.611,0.40299999999999997,9.1,3.28,3.29,False,True,False,False,False
"Kongsgaard, Daniel",MATH 20E,SP23,208,155,0.955,0.9940000000000001,5.33,3.57,3.32,False,True,False,False,False
"Bach, Quang Tran",MATH 20E,SP23,189,65,0.8690000000000001,0.898,5.83,3.37,2.72,False,True,False,False,False
"Ohm, Ko Woon",MATH 20E,SP23,195,64,0.828,0.81,6.75,3.19,2.49,False,True,False,False,False
"Izadi, Elham",MATH 31CH,SP23,25,14,0.615,0.615,10.81,3.5,3.17,False,True,False,False,False
"Aycock, Jon Merrill",MATH 3C,SP23,158,65,0.934,0.951,5.98,3.12,2.75,False,True,False,False,False
"Liu, Zeyu",MATH 4C,SP23,35,13,0.9229999999999999,0.917,5.12,3.42,2.55,False,True,False,False,False
"Pollack, Aaron",MATH 100B,WI23,59,21,0.9470000000000001,0.9470000000000001,8.5,3.35,3.27,False,True,True,False,True
"Ophir, Amit",MATH 102,WI23,93,31,0.897,0.828,6.71,3.43,2.48,False,True,False,False,True
"Zhang, Ming",MATH 103A,WI23,72,56,0.893,0.946,7.29,3.48,2.69,False,True,True,False,True
"Chung, Kwun",MATH 103A,WI23,65,24,0.7390000000000001,0.682,8.76,2.7,2.92,False,True,True,False,True
"Aycock, Jon Merrill",MATH 103A,WI23,60,22,0.8,0.85,7.0,3.19,2.25,False,True,True,False,True
"Lahiri, Aranya",MATH 103B,WI23,60,50,0.7140000000000001,0.878,9.03,3.1,3.08,False,True,True,False,True
"Hodges, Reuven Moses",MATH 103B,WI23,66,56,0.768,0.946,8.46,3.09,2.8,False,True,True,False,True
"Wenzl, Hans G",MATH 103B,WI23,63,21,0.619,0.619,9.5,2.6,2.49,False,True,True,False,True
"Popescu, Cristian D.",MATH 105,WI23,30,8,1.0,1.0,10.5,2.75,2.54,False,True,True,False,True
"Parise, Davide",MATH 109,WI23,69,24,0.87,0.9570000000000001,6.67,3.32,2.87,False,True,True,False,True
"Greenfeld, Be'Eri",MATH 109,WI23,66,21,1.0,0.9520000000000001,8.29,3.78,3.29,False,True,True,False,True
"Vallieres, Daniel",MATH 109,WI23,64,24,0.833,0.792,7.67,3.21,2.35,False,True,True,False,True
"Aliabadi Sr., Mohsen",MATH 109,WI23,67,27,1.0,0.963,4.67,3.84,3.65,False,True,True,False,True
"Aliabadi Sr., Mohsen",MATH 109,WI23,67,36,0.971,0.971,5.59,3.94,3.68,False,True,True,False,True
"Bowers, Adam R.",MATH 10A,WI23,303,131,0.895,0.95,6.56,3.1,3.02,False,True,False,False,False
"Bowers, Adam R.",MATH 10A,WI23,304,134,0.9279999999999999,0.9670000000000001,6.5,3.24,2.87,False,True,False,False,False
"Upton, James Thomas",MATH 10A,WI23,196,81,0.795,0.789,6.63,2.82,2.86,False,True,False,False,False
"Lau, Jun Bo",MATH 10A,WI23,215,103,0.629,0.479,5.81,2.93,2.72,False,True,False,False,False
"Klevdal, Christian Sleek",MATH 10B,WI23,122,95,0.8370000000000001,0.78,6.04,3.04,1.99,False,True,False,False,False
"Stevens, Laura Jeanne",MATH 10B,WI23,329,229,0.907,0.987,6.57,3.09,2.42,False,True,False,False,False
"Klevdal, Christian Sleek",MATH 10B,WI23,203,154,0.7759999999999999,0.7090000000000001,5.96,2.96,2.33,False,True,False,False,False
"Zeng, Ji",MATH 10B,WI23,120,93,0.843,0.764,5.56,3.09,2.39,False,True,False,False,False
"Ramachandran, Nandagopal",MATH 10B,WI23,104,75,0.92,0.76,5.35,3.22,2.6,False,True,False,False,False
"Ganzberger, Geoffrey Michael",MATH 10C,WI23,171,59,0.8420000000000001,0.893,6.32,3.25,2.8,False,True,False,False,False
"Ganzberger, Geoffrey Michael",MATH 10C,WI23,140,53,0.882,0.96,7.58,3.18,2.65,False,True,False,False,False
"Rava, Denise",MATH 11,WI23,197,104,0.894,0.9229999999999999,7.1,3.4,2.88,False,True,False,False,False
"Rava, Denise",MATH 11,WI23,150,83,0.8170000000000001,0.89,7.34,3.41,2.99,False,True,False,False,False
"Hu, Yuan",MATH 11,WI23,182,74,0.696,0.652,7.34,3.25,3.0,False,True,False,False,False
"Xiao, Ming",MATH 120A,WI23,73,31,0.968,0.968,5.9,3.52,2.97,False,True,True,False,True
"Stevens, Laura Jeanne",MATH 121A,WI23,22,18,0.889,1.0,4.72,3.56,2.99,False,True,False,False,True
"Jekel, David Andrew",MATH 130,WI23,69,13,1.0,1.0,7.42,3.85,3.36,False,True,False,False,True
"Chan, Pak Yeung",MATH 140A,WI23,58,17,0.688,0.688,9.68,3.06,2.6,False,True,True,False,True
"Zlatos, Andrej",MATH 140B,WI23,28,11,0.9,1.0,14.1,2.78,2.45,False,True,True,False,True
"Belmont, Eva Kinoshita",MATH 142A,WI23,70,32,0.767,0.8,9.1,2.89,2.71,False,True,True,False,True
"Sheng, Hongyi",MATH 142A,WI23,33,11,0.636,0.7,10.86,2.82,1.96,False,True,True,False,True
"Parise, Davide",MATH 142A,WI23,35,19,0.8240000000000001,0.941,7.32,2.82,2.7,False,True,True,False,True
"Eggers, John Dietrich",MATH 142B,WI23,62,19,0.389,0.722,9.5,2.72,2.57,False,True,True,False,True
"Sheng, Hongyi",MATH 142B,WI23,33,17,0.882,1.0,11.79,3.47,3.12,False,True,True,False,True
"Sarkar, Pratyush",MATH 142B,WI23,57,14,0.5,1.0,10.5,2.77,2.16,False,True,True,False,True
"Warnke, Lutz Peter",MATH 154,WI23,129,110,0.927,0.873,8.55,3.27,3.09,False,True,True,False,True
"Garzella, Jack Jerry",MATH 157,WI23,97,45,0.909,0.841,6.94,3.67,3.21,False,True,False,False,True
"Verstraete, Jacques Allan",MATH 158,WI23,26,11,1.0,1.0,7.7,3.1,2.56,False,True,True,False,True
"Brust, Johannes Joachim",MATH 170A,WI23,52,11,0.636,0.818,6.86,3.1,2.03,False,True,False,False,True
"Liu, Shuang",MATH 170A,WI23,121,46,0.8140000000000001,0.605,6.36,3.38,2.51,False,True,False,False,True
"Nag, Panchali",MATH 170B,WI23,90,62,0.774,0.59,7.44,3.26,3.14,False,True,False,False,True
"Gill, Philip E.",MATH 171A,WI23,197,61,0.929,0.764,8.14,3.27,3.37,False,True,False,False,True
"Zhu, Yuhua",MATH 173B,WI23,22,6,0.6,0.6,5.7,3.2,3.01,False,True,False,False,True
"Kemp, Todd Aahron",MATH 18,WI23,536,276,0.858,0.93,7.03,3.25,2.7,False,True,False,False,False
"Carfagnini, Marco",MATH 18,WI23,177,66,0.828,0.677,6.66,3.2,2.72,False,True,False,False,False
"Carfagnini, Marco",MATH 18,WI23,135,64,0.903,0.774,6.09,3.35,2.68,False,True,False,False,False
"Nemish, Yuriy",MATH 180A,WI23,102,35,0.8,0.629,7.53,3.23,2.85,False,True,False,False,True
"McKinley, Gweneth Anne",MATH 180A,WI23,140,86,0.893,0.9620000000000001,8.14,3.27,3.01,False,True,False,False,True
"Agarwal, Pooja",MATH 180B,WI23,74,20,1.0,0.889,7.91,3.61,3.05,False,True,False,False,True
"Schweinsberg, Jason",MATH 180B,WI23,105,43,0.976,0.951,10.26,3.59,3.21,False,True,False,False,True
"Quarfoot, David James",MATH 181A,WI23,67,17,0.941,0.8240000000000001,10.26,3.44,2.73,False,True,False,False,True
"Zhang, Danna",MATH 181A,WI23,142,43,0.975,0.975,8.25,3.53,3.32,False,True,False,False,True
"Zhang, Danna",MATH 181E,WI23,45,12,0.917,0.833,7.67,3.73,3.89,False,True,False,False,True
"Quarfoot, David James",MATH 183,WI23,253,108,0.941,0.9309999999999999,9.7,3.66,3.49,False,True,False,False,True
"Verstraete, Jacques Allan",MATH 184,WI23,96,27,0.852,0.846,7.83,3.41,3.14,False,True,False,False,True
"Tesler, Glenn",MATH 186,WI23,97,34,0.97,0.909,6.74,3.61,3.33,False,True,False,False,True
"Agrawal, Shishir",MATH 187A,WI23,186,60,0.966,0.946,5.41,3.55,3.35,False,True,False,False,True
"Zhou, Wenxin",MATH 189,WI23,176,43,0.902,0.925,5.28,3.88,3.86,False,True,False,False,True
"Zhou, Wenxin",MATH 189,WI23,178,52,0.863,0.882,5.44,3.91,3.98,False,True,False,False,True
"Agarwal, Pooja",MATH 194,WI23,133,35,0.879,0.848,7.38,3.55,3.23,False,True,False,False,True
"Ohm, Ko Woon",MATH 2,WI23,71,37,0.943,0.943,6.27,2.85,1.81,False,True,False,False,False
"Ohm, Ko Woon",MATH 2,WI23,72,21,0.762,0.8,6.98,2.55,1.9,False,True,False,False,False
"Hammock, Frances H",MATH 20A,WI23,197,78,0.9179999999999999,0.8590000000000001,6.66,3.15,2.72,False,True,False,False,False
"Kongsgaard, Daniel",MATH 20A,WI23,195,137,0.9329999999999999,0.799,6.19,3.16,2.55,False,True,False,False,False
"Jin, Muzhi",MATH 20B,WI23,152,81,0.75,0.77,6.76,3.01,2.44,False,True,False,False,False
"Jin, Muzhi",MATH 20B,WI23,165,67,0.836,0.672,7.66,3.05,2.67,False,True,False,False,False
"Rogalski, Daniel",MATH 20B,WI23,383,196,0.7809999999999999,0.675,7.06,3.23,2.67,False,True,False,False,False
"Mohammadi, Amir",MATH 20C,WI23,395,178,0.9359999999999999,0.919,6.4,3.49,3.07,False,True,False,False,False
"Bach, Quang Tran",MATH 20C,WI23,188,89,0.9540000000000001,0.9540000000000001,6.06,3.66,3.31,False,True,False,False,False
"Nag, Panchali",MATH 20C,WI23,193,90,0.865,0.379,7.24,3.46,3.07,False,True,False,False,False
"Gambheera Arachchige, Rusiru",MATH 20D,WI23,57,24,0.875,0.792,5.92,3.58,3.03,False,True,False,False,False
"Hammock, Frances H",MATH 20D,WI23,183,58,0.887,0.92,6.87,3.39,2.79,False,True,False,False,False
"Lee, Kisun",MATH 20D,WI23,207,168,0.934,0.97,5.91,3.38,3.21,False,True,False,False,False
"Bach, Quang Tran",MATH 20D,WI23,183,93,0.91,0.898,6.93,3.53,3.01,False,True,False,False,False
"Eggers, John Dietrich",MATH 20E,WI23,248,110,0.833,0.87,8.06,3.43,2.98,False,True,False,False,False
"Kongsgaard, Daniel",MATH 20E,WI23,272,213,0.91,0.91,5.68,3.47,2.98,False,True,False,False,False
"Izadi, Elham",MATH 31BH,WI23,30,19,0.722,0.833,10.08,3.37,3.25,False,True,False,False,False
"Anzaldo, Leesa B",MATH 3C,WI23,116,47,0.9359999999999999,0.9570000000000001,5.89,2.96,2.43,False,True,False,False,False
"Anzaldo, Leesa B",MATH 3C,WI23,96,39,0.9209999999999999,0.9740000000000001,7.29,2.97,2.59,False,True,False,False,False
"Anzaldo, Leesa B",MATH 3C,WI23,96,46,0.93,0.953,6.27,2.77,2.56,False,True,False,False,False
"Liu, Zeyu",MATH 4C,WI23,110,87,0.6509999999999999,0.365,5.65,3.07,2.86,False,True,False,False,False
"Stevens, Laura Jeanne",MATH 95,WI23,29,23,0.9129999999999999,1.0,1.54,3.95,3.82,False,True,False,False,False
"Kedlaya, Kiran S.",MATH 100A,FA22,43,12,0.75,0.833,8.83,3.17,3.24,False,True,True,False,True
"Greenfeld, Be'Eri",MATH 100A,FA22,51,21,0.762,0.75,8.31,3.38,3.14,False,True,True,False,True
"Hodges, Reuven Moses",MATH 102,FA22,121,79,0.9229999999999999,0.961,8.06,3.3,2.84,False,True,False,False,True
"Hodges, Reuven Moses",MATH 102,FA22,99,71,0.9,0.986,7.96,3.36,3.02,False,True,False,False,True
"Klevdal, Christian Sleek",MATH 103A,FA22,21,7,1.0,1.0,7.64,3.86,2.6,False,True,True,False,True
"Seward, Brandon M.",MATH 103A,FA22,73,22,0.909,1.0,6.69,3.32,3.85,False,True,True,False,True
"Agrawal, Shishir",MATH 103A,FA22,66,40,0.825,0.925,8.9,3.4,3.0,False,True,True,False,True
"Ophir, Amit",MATH 103A,FA22,72,25,0.762,0.81,9.1,3.25,3.08,False,True,True,False,True
"Chung, Kwun",MATH 109,FA22,74,28,1.0,0.885,8.2,3.12,2.74,False,True,True,False,True
"Belmont, Eva Kinoshita",MATH 109,FA22,73,25,0.96,0.958,7.7,3.35,2.63,False,True,True,False,True
"Chow, Bennett",MATH 109,FA22,74,26,0.96,1.0,6.75,3.3,3.26,False,True,True,False,True
"Chung, Kwun",MATH 109,FA22,71,30,0.8,0.867,7.43,3.14,2.81,False,True,True,False,True
"Schweinsberg, Jason",MATH 109,FA22,68,38,0.9470000000000001,0.919,8.34,3.08,2.93,False,True,True,False,True
"Jin, Muzhi",MATH 10A,FA22,279,191,0.895,0.7290000000000001,5.27,3.16,2.32,False,True,False,False,False
"Stevens, Laura Jeanne",MATH 10A,FA22,236,181,0.9059999999999999,0.978,5.94,3.06,2.59,False,True,False,False,False
"Jin, Muzhi",MATH 10A,FA22,194,137,0.8540000000000001,0.723,5.56,3.16,2.39,False,True,False,False,False
"Upton, James Thomas",MATH 10A,FA22,116,88,0.802,0.774,6.01,2.99,2.14,False,True,False,False,False
"Greenfeld, Be'Eri",MATH 10A,FA22,143,92,0.802,0.573,5.7,2.85,2.21,False,True,False,False,False
"Stevens, Laura Jeanne",MATH 10B,FA22,218,156,0.8320000000000001,0.961,7.24,2.99,2.3,False,True,False,False,False
"Lu, Yunze",MATH 10B,FA22,160,69,0.794,0.7909999999999999,5.41,2.87,3.02,False,True,False,False,False
"McKinley, Gweneth Anne",MATH 10B,FA22,182,112,0.927,0.9259999999999999,6.93,3.38,2.75,False,True,False,False,False
"Kim, Jesse Villeneuve",MATH 10C,FA22,258,100,0.6629999999999999,0.674,6.89,3.02,2.8,False,True,False,False,False
"Nemish, Yuriy",MATH 10C,FA22,185,146,0.703,0.75,6.75,3.08,2.98,False,True,False,False,False
"Rava, Denise",MATH 11,FA22,275,97,0.7959999999999999,0.9,7.31,3.35,2.91,False,True,False,False,False
"Ries, Daniel Charles",MATH 11,FA22,272,113,0.813,0.836,6.16,3.4,2.94,False,True,False,False,False
"Wenzl, Hans G",MATH 110,FA22,41,12,0.75,0.3,8.0,3.08,2.18,False,True,False,False,True
"Meyer, David A.",MATH 111A,FA22,28,9,1.0,1.0,4.28,4.0,3.84,False,True,False,False,True
"Manners, Frederick",MATH 120A,FA22,53,20,0.8,0.85,9.1,2.85,3.13,False,True,True,False,True
"Seward, Brandon M.",MATH 140A,FA22,44,22,0.818,0.955,10.23,3.14,2.76,False,True,True,False,True
"Chan, Pak Yeung",MATH 140A,FA22,48,19,0.833,0.8240000000000001,8.83,3.22,2.83,False,True,True,False,True
"Parise, Davide",MATH 142A,FA22,28,8,0.625,1.0,10.0,2.63,3.07,False,True,True,False,True
"Sarkar, Pratyush",MATH 142A,FA22,32,6,0.33299999999999996,0.833,10.5,2.4,2.66,False,True,True,False,True
"Sheng, Hongyi",MATH 142A,FA22,55,21,0.75,0.8,8.7,2.85,2.64,False,True,True,False,True
"Eggers, John Dietrich",MATH 142A,FA22,62,17,0.625,0.75,9.38,3.13,2.56,False,True,True,False,True
"Harel, Guershon",MATH 153,FA22,20,4,1.0,1.0,4.5,3.25,2.49,False,True,False,False,True
"Tesler, Glenn",MATH 154,FA22,190,53,0.9229999999999999,0.9229999999999999,9.6,3.43,3.07,False,True,True,False,True
"Buss, Samuel R",MATH 155A,FA22,56,13,0.9229999999999999,0.9229999999999999,9.42,3.46,3.18,False,True,False,False,True
"Manners, Frederick",MATH 160A,FA22,36,12,0.833,1.0,9.95,3.18,3.09,False,True,True,False,True
"Liu, Shuang",MATH 170A,FA22,115,29,0.897,0.862,7.12,3.41,2.69,False,True,False,False,True
"Dumitriu, Ioana",MATH 170A,FA22,114,55,0.907,1.0,6.95,3.32,2.84,False,True,False,False,True
"Cloninger, Alexander",MATH 173A,FA22,116,38,0.838,0.919,7.99,3.53,3.39,False,True,False,False,True
"Anzaldo, Leesa B",MATH 18,FA22,570,234,0.895,0.982,6.5,3.54,3.25,False,True,False,False,False
"Carfagnini, Marco",MATH 18,FA22,207,84,0.9,0.696,6.15,3.58,3.31,False,True,False,False,False
"Bach, Quang Tran",MATH 18,FA22,170,77,0.932,0.919,7.29,3.65,3.21,False,True,False,False,False
"Brust, Johannes Joachim",MATH 18,FA22,107,45,0.778,0.556,7.0,3.42,3.0,False,True,False,False,False
"Jekel, David Andrew",MATH 180A,FA22,209,75,0.986,1.0,8.28,3.71,1.47,False,True,False,False,True
"Agarwal, Pooja",MATH 180A,FA22,187,83,0.975,0.938,6.77,3.48,3.16,False,True,False,False,True
"Nemish, Yuriy",MATH 180A,FA22,98,73,0.795,0.831,7.83,3.28,3.01,False,True,False,False,True
"Fitzsimmons, Patrick J",MATH 180C,FA22,43,11,0.6,0.9,8.7,3.1,3.02,False,True,False,False,True
"Rava, Denise",MATH 181B,FA22,55,17,0.938,0.938,5.79,3.53,2.76,False,True,False,False,True
"Hu, Yuan",MATH 183,FA22,291,124,0.909,0.769,5.93,3.61,3.46,False,True,False,False,True
"Kane, Daniel Mertz",MATH 184,FA22,98,28,0.821,0.9640000000000001,10.5,3.07,3.05,False,True,False,False,True
"Bucur, Alina Ioana",MATH 187A,FA22,199,183,0.9229999999999999,0.7859999999999999,5.26,3.74,3.72,False,True,False,False,True
"Bucur, Alina Ioana",MATH 187B,FA22,39,36,0.9440000000000001,0.861,6.44,3.7,3.69,False,True,False,False,True
"Sam, Steven V",MATH 190A,FA22,27,19,0.9470000000000001,0.9470000000000001,7.76,3.47,3.0,False,True,True,False,True
"Hammock, Frances H",MATH 2,FA22,35,21,0.905,0.857,6.31,2.43,2.02,False,True,False,False,False
"Hammock, Frances H",MATH 2,FA22,36,20,0.9470000000000001,1.0,7.13,2.75,2.22,False,True,False,False,False
"Hammock, Frances H",MATH 2,FA22,35,19,1.0,0.941,6.94,3.0,2.17,False,True,False,False,False
"Harel, Guershon",MATH 2,FA22,34,18,0.647,0.706,5.91,2.71,0.55,False,True,False,False,False
"Kongsgaard, Daniel",MATH 20A,FA22,88,66,0.909,0.708,5.05,3.52,3.37,False,True,False,False,False
"Suk, Andrew Hoon",MATH 20A,FA22,527,390,0.951,0.912,5.2,3.54,3.52,False,True,False,False,False
"Quarfoot, David James",MATH 20B,FA22,399,208,0.917,0.9359999999999999,7.7,3.32,3.16,False,True,False,False,False
"Lahiri, Aranya",MATH 20B,FA22,168,82,0.84,0.835,7.7,3.28,3.09,False,True,False,False,False
"Lahiri, Aranya",MATH 20B,FA22,163,82,0.85,0.848,7.73,3.41,3.05,False,True,False,False,False
"Ohm, Ko Woon",MATH 20C,FA22,531,255,0.9670000000000001,0.963,6.26,3.68,3.36,False,True,False,False,False
"Zhang, Ming",MATH 20C,FA22,179,79,0.975,0.9740000000000001,6.96,3.59,3.13,False,True,False,False,False
"Zhang, Ming",MATH 20C,FA22,187,91,0.9890000000000001,0.943,6.96,3.64,3.35,False,True,False,False,False
"Nag, Panchali",MATH 20C,FA22,83,37,0.973,0.784,5.61,3.56,3.16,False,True,False,False,False
"Lee, Kisun",MATH 20D,FA22,214,88,0.953,0.965,6.9,3.42,3.02,False,True,False,False,False
"Lee, Kisun",MATH 20D,FA22,285,120,0.948,0.9570000000000001,6.77,3.29,3.19,False,True,False,False,False
"Ramachandran, Nandagopal",MATH 20D,FA22,143,45,0.977,0.909,6.22,3.67,3.34,False,True,False,False,False
"Eggers, John Dietrich",MATH 20E,FA22,238,89,0.828,0.9309999999999999,7.7,3.34,3.2,False,True,False,False,False
"Kongsgaard, Daniel",MATH 20E,FA22,231,175,0.9309999999999999,0.96,5.85,3.46,3.08,False,True,False,False,False
"Ganguly, Soumya",MATH 20E,FA22,193,64,0.917,0.833,6.84,3.59,3.57,False,True,False,False,False
"Rabin, Jeffrey Mark",MATH 31AH,FA22,52,38,0.789,0.973,8.5,3.45,3.31,False,True,False,False,False
"Bowers, Adam R.",MATH 3C,FA22,613,256,0.951,0.9840000000000001,5.26,3.6,3.0,False,True,False,False,False
"Aliabadi Sr., Mohsen",MATH 3C,FA22,151,72,0.875,0.845,4.97,3.58,2.96,False,True,False,False,False
"Aycock, Jon Merrill",MATH 3C,FA22,150,71,0.797,0.58,4.73,3.39,2.73,False,True,False,False,False
"Gambheera Arachchige, Rusiru",MATH 4C,FA22,45,25,0.96,0.92,4.98,3.56,3.06,False,True,False,False,False
"Ganzberger, Geoffrey Michael",MATH 4C,FA22,104,58,0.963,0.9620000000000001,4.32,3.42,3.45,False,True,False,False,False
"Ganzberger, Geoffrey Michael",MATH 4C,FA22,79,40,0.975,0.9470000000000001,5.65,3.4,3.39,False,True,False,False,False
"Ganzberger, Geoffrey Michael",MATH 4C,FA22,69,25,0.955,1.0,4.5,3.59,3.36,False,True,False,False,False
"Sorensen, Claus M",MATH 100C,SP22,42,36,0.9440000000000001,0.889,9.41,3.26,3.06,False,True,True,False,True
"Zhang, Ming",MATH 102,SP22,136,109,0.9440000000000001,0.972,8.09,3.67,3.31,False,True,False,False,True
"Hodges, Reuven Moses",MATH 102,SP22,131,95,0.9890000000000001,1.0,7.31,3.46,3.01,False,True,False,False,True
"Alberts, Brandon",MATH 103B,SP22,72,62,0.823,0.903,7.87,2.98,2.62,False,True,True,False,True
"Upton, James Thomas",MATH 103B,SP22,90,64,0.6409999999999999,0.813,8.98,3.13,3.12,False,True,True,False,True
"Kedlaya, Kiran S.",MATH 106,SP22,30,9,0.667,0.778,8.5,2.88,3.16,False,True,True,False,True
