Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Ngo, Anh-Thu T.",ENG 100D,FA21,48,42,0.9520000000000001,0.976,4.88,3.79,3.76,True,True,False,False,True
"Evdokimenko, Ekaterina",ENG 20,FA21,23,13,0.909,1.0,5.17,3.92,3.77,True,True,False,False,False
"Alexandrov, Ludmil B",BENG 100,SP21,118,56,0.818,0.945,6.25,3.58,3.53,True,True,False,False,True
"Huang, Xiaohua",BENG 102,SP21,52,24,0.7829999999999999,0.696,5.02,3.95,3.83,True,True,False,False,True
"Fraley, Stephanie I.",BENG 103B,SP21,108,98,0.5670000000000001,0.423,10.7,3.43,3.49,True,True,False,False,True
"Shi, Lingyan",BENG 112B,SP21,38,33,1.0,0.9690000000000001,6.81,3.55,3.82,True,True,False,False,True
"Contijoch, Francisco",BENG 125,SP21,159,154,0.7340000000000001,0.87,6.71,3.53,3.67,True,True,False,False,True
"Coleman, Todd Prentice",BENG 130,SP21,28,15,0.667,0.467,7.57,3.36,3.87,True,True,False,False,True
"Mali, Prashant Gulab Ram",BENG 133,SP21,32,30,0.9,0.9670000000000001,7.81,3.27,3.61,True,True,False,False,True
"Cabrales, Pedro",BENG 140B,SP21,63,52,0.9229999999999999,0.9229999999999999,6.15,3.71,3.78,True,True,False,False,True
"Zhang, Kun",BENG 160,SP21,60,47,0.9570000000000001,0.87,7.73,3.68,3.98,True,True,False,False,True
"Cabrales, Pedro",BENG 172,SP21,37,25,0.833,0.9520000000000001,10.26,3.83,3.74,True,True,False,False,True
"Omens, Jeffrey Howard",BENG 172,SP21,37,25,0.833,0.905,10.26,3.83,3.74,True,True,False,False,True
"Bafna, Vineet",BENG 182,SP21,30,13,0.769,0.846,8.65,3.83,3.8,True,True,False,False,True
"Kwon, Ester Jihae",BENG 186A,SP21,113,105,0.838,0.867,6.67,3.39,3.28,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP21,62,30,1.0,0.966,4.43,4.0,3.96,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP21,60,32,0.935,0.935,6.69,4.0,3.99,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP21,40,19,0.9440000000000001,0.9440000000000001,5.24,4.0,3.94,True,True,False,False,True
"Engler, Adam J.",BENG 193,SP21,20,13,1.0,1.0,4.19,3.92,4.0,True,True,False,False,True
"Lubarda, Vlado",CENG 101B,SP21,39,25,0.917,0.958,7.28,3.27,3.11,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 101C,SP21,78,73,0.932,0.9590000000000001,8.91,3.21,3.07,True,True,False,False,True
"Powell, Alyssa",CENG 101C,SP21,69,64,0.922,0.9840000000000001,7.87,3.14,3.13,True,True,False,False,True
"Drews, Aaron",CENG 113,SP21,79,69,0.9129999999999999,0.986,9.28,3.19,3.39,True,True,False,False,True
"Drews, Aaron",CENG 113,SP21,23,23,1.0,1.0,9.77,3.14,3.29,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124B,SP21,49,38,0.9740000000000001,0.9470000000000001,8.66,3.82,3.93,True,True,False,False,True
"Powell, Alyssa",CENG 124B,SP21,53,31,0.968,0.935,7.47,3.71,3.9,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 176B,SP21,63,40,0.9209999999999999,0.917,9.58,3.56,3.33,True,True,False,False,True
"Zhang, Liangfang",CENG 176B,SP21,39,19,0.8420000000000001,0.895,10.61,3.26,3.31,True,True,False,False,True
"Mancinelli, Ryan Mark",ENG 100D,SP21,43,11,0.818,0.909,6.9,3.64,3.8,True,True,False,False,True
"Ngo, Anh-Thu T.",ENG 100D,SP21,48,24,0.9129999999999999,0.87,7.33,3.79,3.79,True,True,False,False,True
"Mc Culloch, Andrew Douglas",BENG 110,WI21,20,6,0.667,0.667,8.17,3.67,3.62,True,True,False,False,True
"Valdez-Jasso, Daniela",BENG 112A,WI21,29,28,0.9640000000000001,1.0,5.79,3.46,3.4,True,True,False,False,True
"Huang, Xiaohua",BENG 120,WI21,49,19,0.833,0.722,4.83,3.76,3.89,True,True,False,False,True
"Palsson, Bernhard O.",BENG 123,WI21,72,30,0.433,0.6,13.5,3.5,3.27,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 126B,WI21,26,4,0.75,1.0,6.5,4.0,3.97,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 127B,WI21,26,9,1.0,1.0,7.61,4.0,3.92,True,True,False,False,True
"Subramaniam, Shankar",BENG 130,WI21,154,77,0.8109999999999999,0.865,7.07,3.55,3.52,True,True,False,False,True
"Silva, Gabriel",BENG 140A,WI21,77,31,0.774,0.742,6.69,3.44,3.55,True,True,False,False,True
"Huang, Xiaohua",BENG 161B,WI21,69,24,0.826,0.7829999999999999,7.11,3.65,3.81,True,True,False,False,True
"Wang, Yingxiao",BENG 168,WI21,90,33,0.833,0.767,6.63,3.43,3.79,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 169B,WI21,22,3,1.0,1.0,5.17,4.0,3.95,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 179B,WI21,35,8,0.875,1.0,3.75,4.0,3.93,True,True,False,False,True
"Pevzner, Pavel Arkadjevich",BENG 181,WI21,35,18,0.765,0.625,17.44,3.42,3.63,True,True,False,False,True
"Cauwenberghs, Gert",BENG 186B,WI21,68,32,0.9329999999999999,0.9670000000000001,9.77,3.44,3.73,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 101A,WI21,42,39,0.9740000000000001,1.0,8.91,3.06,3.37,True,True,False,False,True
"Liu, Ping",CENG 101B,WI21,26,24,0.875,0.625,7.92,2.87,2.83,True,True,False,False,True
"Liu, Ping",CENG 101B,WI21,90,80,0.813,0.638,8.95,3.12,3.05,True,True,False,False,True
"Powell, Alyssa",CENG 102,WI21,61,54,0.87,0.889,9.5,3.12,3.02,True,True,False,False,True
"Shah, Nisarg",CENG 102,WI21,41,38,0.8420000000000001,0.816,7.13,2.97,2.91,True,True,False,False,True
"Drews, Aaron",CENG 114,WI21,97,92,0.9890000000000001,1.0,5.49,3.7,3.89,True,True,False,False,True
"Jahed Motlagh, Zeinab",CENG 114,WI21,41,36,1.0,1.0,6.83,3.47,3.51,True,True,False,False,True
"Powell, Alyssa",CENG 124A,WI21,54,44,0.932,1.0,7.77,3.64,3.77,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124A,WI21,49,38,0.9209999999999999,0.919,8.92,3.57,3.66,True,True,False,False,True
"Pokorski, Jonathan Kyle",CENG 134,WI21,34,21,0.905,1.0,5.93,3.3,3.53,True,True,False,False,True
"Steinmetz, Nicole F",CENG 175,WI21,26,17,1.0,0.941,3.68,3.75,3.7,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 176A,WI21,63,47,0.932,0.955,10.0,3.57,3.84,True,True,False,False,True
"Zhang, Liangfang",CENG 176A,WI21,39,23,0.8640000000000001,0.818,11.77,3.55,3.67,True,True,False,False,True
"Mancinelli, Ryan Mark",ENG 100D,WI21,43,12,0.833,0.833,9.0,3.82,3.9,True,True,False,False,True
"Ngo, Anh-Thu T.",ENG 100D,WI21,31,13,0.75,0.917,6.17,3.58,3.37,True,True,False,False,True
"Zhong, Sheng",BENG 100,FA20,28,12,0.917,0.917,4.17,3.67,3.69,True,True,False,False,True
"Schmid-Schoenbein, Geert W",BENG 110,FA20,79,45,0.75,0.698,6.64,3.09,3.13,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 119A,FA20,24,7,1.0,1.0,1.5,4.0,3.78,True,True,False,False,True
"Cauwenberghs, Gert",BENG 122A,FA20,67,28,0.7140000000000001,0.857,9.21,3.52,3.27,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 126A,FA20,26,8,1.0,0.857,3.64,4.0,3.79,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 127A,FA20,27,11,1.0,1.0,6.68,3.9,3.89,True,True,False,False,True
"Coleman, Todd Prentice",BENG 134,FA20,24,9,0.444,0.444,13.17,2.78,3.59,True,True,False,False,True
"Lal, Ratnesh",BENG 141,FA20,31,20,0.85,0.9,4.1,3.95,3.88,True,True,False,False,True
"Fraley, Stephanie I.",BENG 161A,FA20,71,40,0.872,0.825,9.58,3.49,3.58,True,True,False,False,True
"Mali, Prashant Gulab Ram",BENG 162,FA20,69,27,0.72,0.6,9.22,3.44,3.52,True,True,False,False,True
"Sah, Robert Lie-Yuan",BENG 166A,FA20,66,21,0.81,0.762,6.79,3.62,3.98,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 169A,FA20,22,3,1.0,1.0,5.17,4.0,3.91,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 179A,FA20,36,11,1.0,1.0,5.3,4.0,3.93,True,True,False,False,True
"Zhong, Sheng",BENG 183,FA20,82,34,0.6970000000000001,0.818,7.68,3.7,3.79,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 2,FA20,25,13,0.846,1.0,4.96,3.85,3.49,True,True,False,False,False
"Chen, Zheng",CENG 100,FA20,36,26,0.84,0.68,7.7,3.16,3.11,True,True,False,False,True
"Chen, Zheng",CENG 100,FA20,57,42,0.875,0.725,7.95,3.05,3.26,True,True,False,False,True
"Bae, Jinhye",CENG 101A,FA20,97,79,0.831,0.74,11.24,3.13,3.05,True,True,False,False,True
"Bae, Jinhye",CENG 101A,FA20,89,80,0.763,0.85,10.8,3.33,3.13,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 120,FA20,99,98,0.9179999999999999,0.9590000000000001,10.62,3.36,3.56,True,True,False,False,True
"Powell, Alyssa",CENG 122,FA20,38,31,1.0,1.0,9.5,3.33,3.44,True,True,False,False,True
"Powell, Alyssa",CENG 122,FA20,65,51,0.958,1.0,9.32,3.59,3.54,True,True,False,False,True
