Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Lovett, Shachar",CSE 105,WI22,340,297,0.841,0.898,8.68,3.28,3.57,False,True,True,False,True
"Miranda, Gregory Joseph",CSE 11,WI22,345,177,0.775,0.703,9.24,3.34,3.32,False,True,False,False,False
"Griswold, William G.",CSE 110,WI22,211,83,0.561,0.325,13.91,3.42,3.26,False,True,False,False,True
"Cao, Yingjun",CSE 12,WI22,350,156,0.935,0.915,8.41,3.81,3.22,False,True,False,False,False
"Alvarado, Christine J.",CSE 12,WI22,237,117,0.965,0.982,8.61,3.85,3.25,False,True,False,False,False
"Pasquale, Joseph",CSE 120,WI22,224,93,0.92,0.977,9.55,3.36,3.23,False,True,False,False,True
"Pasquale, Joseph",CSE 120,WI22,205,82,0.924,0.937,8.35,3.45,3.29,False,True,False,False,True
"Snoeren, Alex C.",CSE 123,WI22,84,27,0.68,0.84,14.35,2.64,3.0,False,True,False,False,True
"Heninger, Nadia A",CSE 127,WI22,186,62,0.8690000000000001,0.8029999999999999,10.03,3.11,3.05,False,True,False,False,True
"Jhala, Ranjit",CSE 130,WI22,158,59,0.946,0.9640000000000001,8.54,3.45,3.03,False,True,True,False,True
"Vianu, Victor Dan",CSE 132A,WI22,185,69,0.853,0.838,7.24,3.13,3.04,False,True,True,False,True
"Powell, Thomas Allan",CSE 134B,WI22,181,53,0.846,0.8079999999999999,8.58,3.52,3.11,False,True,False,False,True
"Rosing, Tajana Simunic",CSE 140,WI22,136,128,0.742,0.8440000000000001,9.45,3.1,2.74,False,True,True,False,True
"Rosing, Tajana Simunic",CSE 140,WI22,129,123,0.8370000000000001,0.862,9.34,3.28,3.0,False,True,True,False,True
"Eldon, John",CSE 140L,WI22,286,132,0.847,0.887,7.02,3.71,3.68,False,True,False,False,True
"Zhao, Jishen",CSE 141,WI22,200,185,0.919,0.935,6.69,3.63,3.74,False,True,False,False,True
"Pannuto, Patrick William",CSE 141L,WI22,174,67,0.682,0.924,9.05,3.55,3.38,False,True,False,False,True
"Cottrell, Garrison W",CSE 151B,WI22,164,49,0.7709999999999999,0.6459999999999999,15.52,3.57,3.51,False,True,False,False,True
"Su, Hao",CSE 152A,WI22,177,63,0.948,0.914,7.32,3.85,3.83,False,True,False,False,True
"Politz, Joseph Gibbs",CSE 15L,WI22,137,79,0.987,1.0,3.82,3.92,3.69,False,True,False,False,False
"Politz, Joseph Gibbs",CSE 15L,WI22,140,90,0.9890000000000001,1.0,3.9,3.92,3.67,False,True,False,False,False
"Politz, Joseph Gibbs",CSE 15L,WI22,285,149,0.945,0.9790000000000001,3.92,3.94,3.77,False,True,False,False,False
"Kastner, Ryan Charles",CSE 160,WI22,115,39,0.897,0.9490000000000001,7.55,3.69,3.28,False,True,True,False,True
"Ramamoorthi, Ravi",CSE 167,WI22,154,118,0.8390000000000001,0.856,11.08,3.42,3.3,False,True,False,False,True
"Rotenberg, Steven Paul",CSE 169,WI22,39,20,0.9470000000000001,0.9470000000000001,10.39,3.39,3.33,False,True,False,False,True
"Xia, Haijun",CSE 170,WI22,108,81,0.775,0.875,5.12,3.76,3.71,False,True,False,False,True
"Bandeira, Nuno Filipe Cabrita",CSE 190,WI22,40,14,0.857,0.929,6.35,3.25,2.83,False,True,False,False,True
"Munyaka, Imani N. S.",CSE 194,WI22,44,16,0.875,0.875,4.25,3.94,3.76,False,True,False,False,True
"Jones, Miles E",CSE 20,WI22,289,145,0.857,0.907,7.18,3.52,3.3,False,True,True,False,False
"Jones, Miles E",CSE 21,WI22,272,138,0.8690000000000001,0.883,8.66,3.34,3.27,False,True,False,False,False
"Chin, Bryan W.",CSE 30,WI22,175,146,0.89,0.9309999999999999,12.38,3.29,2.88,False,True,False,False,False
"Obaido, George Rabeshi",CSE 30,WI22,118,101,0.8909999999999999,0.9009999999999999,11.77,3.23,2.92,False,True,False,False,False
"Cao, Yingjun",CSE 8A,WI22,345,255,0.917,0.96,7.56,3.53,3.1,False,True,False,False,False
"Miranda, Gregory Joseph",CSE 8B,WI22,306,134,0.922,0.8809999999999999,8.48,3.46,3.37,False,True,False,False,False
"Elsherif, May Elhussein",CSE 8B,WI22,133,48,0.915,0.851,7.65,3.67,3.34,False,True,False,False,False
"Moshiri, Alexander Niema",CSE 100,FA21,233,187,0.9570000000000001,0.9840000000000001,8.6,3.55,3.16,True,True,False,False,True
"Moshiri, Alexander Niema",CSE 100,FA21,207,171,0.953,0.982,8.7,3.53,3.28,True,True,False,False,True
"Jones, Miles E",CSE 101,FA21,382,174,0.8759999999999999,0.882,9.26,3.12,3.11,True,True,False,False,True
"Freund, Yoav",CSE 103,FA21,97,83,0.841,0.8170000000000001,6.62,3.6,3.41,True,True,False,False,True
"Micciancio, Daniele",CSE 105,FA21,180,90,0.69,0.7020000000000001,8.45,3.1,2.9,True,True,True,False,True
"Paturi, Ramamohan",CSE 106,FA21,25,4,0.5,0.75,8.5,3.0,3.12,True,True,True,False,True
"Heninger, Nadia A",CSE 107,FA21,119,47,0.867,0.9109999999999999,8.14,3.48,3.01,True,True,True,False,True
"Politz, Joseph Gibbs",CSE 11,FA21,189,112,0.927,0.955,6.57,3.84,3.46,True,True,False,False,False
"Politz, Joseph Gibbs",CSE 11,FA21,190,112,0.972,0.991,6.33,3.85,3.52,True,True,False,False,False
"Miranda, Gregory Joseph",CSE 11,FA21,188,95,0.91,0.966,6.24,3.77,3.34,True,True,False,False,False
"Powell, Thomas Allan",CSE 110,FA21,344,143,0.79,0.638,9.76,3.61,3.77,True,True,False,False,True
"Gillespie, Gary N",CSE 12,FA21,209,84,0.795,0.645,13.31,3.14,2.79,True,True,False,False,False
"Cao, Yingjun",CSE 12,FA21,161,118,0.9570000000000001,0.94,9.82,3.47,3.18,True,True,False,False,False
"Zhang, Yiying",CSE 120,FA21,286,240,0.8370000000000001,0.769,10.42,3.27,3.63,True,True,False,False,True
"Porter, George M",CSE 124,FA21,178,75,0.917,0.9440000000000001,9.58,3.32,3.08,True,True,False,False,True
"Stefan, Deian",CSE 127,FA21,173,48,0.848,0.8,9.86,3.37,3.21,True,True,False,False,True
"Polikarpova, Nadezhda",CSE 130,FA21,174,67,0.821,0.955,8.84,3.59,3.31,True,True,True,False,True
"Vianu, Victor Dan",CSE 132A,FA21,183,72,0.8859999999999999,0.929,6.59,3.43,3.05,True,True,True,False,True
"Chin, Bryan W.",CSE 140,FA21,200,172,0.843,0.884,8.15,3.35,3.11,True,True,True,False,True
"Orailoglu, Alex",CSE 140,FA21,23,12,0.583,0.41700000000000004,9.5,2.58,2.53,True,True,True,False,True
