Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Pal, Piya",ECE 174,FA22,88,32,0.774,0.867,12.31,2.94,2.86,False,True,False,False,True
"Liu, Zhaowei",ECE 25,FA22,65,34,0.645,0.645,7.81,3.13,2.76,False,True,False,False,False
"Mir Arabbaygi, Siavash",ECE 30,FA22,72,31,0.633,0.862,9.21,2.81,2.57,False,True,False,False,False
"Schurgers, Curt",ECE 35,FA22,172,112,0.87,0.9540000000000001,10.29,3.04,2.56,False,True,False,False,False
"Schurgers, Curt",ECE 35,FA22,134,89,0.92,0.9540000000000001,10.16,3.12,2.68,False,True,False,False,False
"Antipa, Nicholas A",ECE 45,FA22,83,37,0.706,0.848,10.23,2.9,2.48,False,True,False,False,False
"Morris, Karcher William",ECE 5,FA22,150,76,0.986,1.0,6.73,3.69,3.23,False,True,False,False,False
"Baghdadchi, Saharnaz",ECE 65,FA22,110,76,0.92,0.9470000000000001,8.91,3.2,2.72,False,True,False,False,False
"Baghdadchi, Saharnaz",ECE 100,SP22,129,102,0.95,0.97,10.07,3.25,3.08,False,True,False,False,True
"Bharadia, Dinesh",ECE 101,SP22,85,57,0.912,0.86,7.45,3.14,2.75,False,True,False,False,True
"Kuzum, Duygu",ECE 103,SP22,61,19,0.8420000000000001,0.789,6.82,2.95,3.12,False,True,False,False,True
"Fullerton, Eric E",ECE 107,SP22,69,27,0.731,0.846,8.42,3.12,2.59,False,True,False,False,True
"Orlitsky, Alon",ECE 109,SP22,238,88,0.58,0.713,6.99,3.14,2.99,False,True,False,False,True
"Turakhia, Yatish Girish",ECE 111,SP22,126,84,0.892,0.892,6.88,3.32,3.04,False,True,False,False,True
"Sievenpiper, Daniel F.",ECE 123,SP22,56,20,1.0,1.0,6.5,3.21,2.93,False,True,False,False,True
"Esmaili, Gholamreza",ECE 125B,SP22,32,8,0.75,0.625,8.0,3.63,3.39,False,True,False,False,True
"Abi Samra, Nicholas Camill",ECE 128C,SP22,76,38,0.973,0.972,5.64,3.89,3.85,False,True,False,False,True
"Ng, Tse Nga",ECE 134,SP22,39,13,1.0,1.0,4.17,3.5,3.38,False,True,False,False,True
"Gessner, Richard K.",ECE 140B,SP22,58,20,0.895,0.895,9.66,3.61,3.56,False,True,False,False,True
"Khoshabeh, Ramsin",ECE 140B,SP22,58,20,0.895,1.0,9.66,3.61,3.56,False,True,False,False,True
"Gessner, Richard K.",ECE 141B,SP22,42,17,0.706,0.941,13.68,3.53,3.33,False,True,False,False,True
"Gilja, Vikash",ECE 15,SP22,100,29,0.69,0.889,9.19,3.07,2.55,False,True,False,False,False
"Khoshabeh, Ramsin",ECE 16,SP22,33,14,0.929,0.929,9.5,3.77,2.79,False,True,False,False,False
"Harris, Frederick Joel",ECE 161C,SP22,52,13,0.846,0.846,8.35,3.69,3.58,False,True,False,False,True
"Hsueh, Tzu-Chien",ECE 163,SP22,62,58,0.9309999999999999,0.983,9.47,3.14,3.47,False,True,False,False,True
"Mercier, Patrick Philip",ECE 165,SP22,72,31,0.833,0.9329999999999999,13.21,3.29,3.13,False,True,False,False,True
"Gessner, Richard K.",ECE 17,SP22,88,37,0.861,0.917,13.22,3.23,2.72,False,True,False,False,False
"Zheng, Yang",ECE 171A,SP22,72,36,1.0,1.0,12.44,3.5,3.54,False,True,False,False,True
"Meyer, Florian",ECE 175B,SP22,49,17,0.706,0.882,9.79,3.18,3.27,False,True,False,False,True
"Trivedi, Mohan M.",ECE 180,SP22,32,12,1.0,0.917,3.83,3.3,3.84,False,True,False,False,True
"Zhang, Xinyu",ECE 191,SP22,25,3,1.0,1.0,17.5,3.0,3.42,False,True,False,False,True
"Dey, Sujit",ECE 25,SP22,28,13,1.0,0.769,5.58,3.77,3.09,False,True,False,False,False
"Taur, Yuan",ECE 35,SP22,129,47,0.8,0.644,8.02,3.24,2.66,False,True,False,False,False
"Zeger, Kenneth A.",ECE 45,SP22,130,42,0.65,0.675,7.62,3.08,2.61,False,True,False,False,False
"Lin, Bill",ECE 5,SP22,25,10,1.0,1.0,5.61,4.0,3.62,False,True,False,False,False
"Morris, Karcher William",ECE 5,SP22,25,10,1.0,1.0,5.61,4.0,3.62,False,True,False,False,False
"Baghdadchi, Saharnaz",ECE 65,SP22,184,128,0.9690000000000001,1.0,7.8,3.51,2.89,False,True,False,False,False
"Baghdadchi, Saharnaz",ECE 101,WI22,128,87,0.897,0.988,7.97,3.27,3.02,False,True,False,False,True
"Le, Hanh-Phuc",ECE 102,WI22,75,56,0.946,0.9640000000000001,9.43,2.95,2.58,False,True,False,False,True
"Lomakin, Vitaliy",ECE 107,WI22,80,33,0.645,0.774,8.05,3.19,3.02,False,True,False,False,True
"Zeger, Kenneth A.",ECE 109,WI22,126,38,0.722,0.75,7.67,2.86,2.52,False,True,False,False,True
"Karna, Vishal",ECE 111,WI22,172,63,0.9520000000000001,1.0,7.63,3.73,3.67,False,True,False,False,True
"Esmaili, Gholamreza",ECE 121B,WI22,46,22,0.9520000000000001,0.905,8.6,3.0,3.02,False,True,False,False,True
"Le, Hanh-Phuc",ECE 125A,WI22,57,43,0.977,0.977,8.31,3.09,2.88,False,True,False,False,True
"Abi Samra, Nicholas Camill",ECE 128B,WI22,60,36,1.0,1.0,6.09,3.54,3.66,False,True,False,False,True
"Gessner, Richard K.",ECE 140A,WI22,100,31,0.9309999999999999,0.9309999999999999,10.02,3.72,3.3,False,True,False,False,True
"Khoshabeh, Ramsin",ECE 140A,WI22,100,31,0.9309999999999999,0.9309999999999999,10.02,3.72,3.3,False,True,False,False,True
"Gessner, Richard K.",ECE 141A,WI22,77,37,0.861,0.889,14.06,3.47,2.72,False,True,False,False,True
"Unpingco, Jose H.",ECE 143,WI22,98,68,0.971,1.0,7.88,3.91,3.88,False,True,False,False,True
"Schurgers, Curt",ECE 15,WI22,134,93,0.8059999999999999,0.9129999999999999,9.4,3.15,2.23,False,True,False,False,False
"Kumar, Rakesh",ECE 150,WI22,40,26,0.9229999999999999,0.9229999999999999,6.02,3.72,3.4,False,True,False,False,True
"Wang, Edward Jay",ECE 16,WI22,29,14,1.0,0.9229999999999999,7.5,3.17,3.66,False,True,False,False,False
"Nguyen, Truong Quang",ECE 161B,WI22,51,20,0.9440000000000001,1.0,7.45,3.32,3.07,False,True,False,False,True
"Trivedi, Mohan M.",ECE 172A,WI22,103,35,0.8859999999999999,0.912,10.79,3.28,3.22,False,True,False,False,True
"Vasconcelos, Nuno",ECE 175A,WI22,99,35,0.848,0.758,10.32,3.03,2.88,False,True,False,False,True
"Mookherjea, Shayan",ECE 183,WI22,23,9,0.75,1.0,7.75,2.86,3.08,False,True,False,False,True
"Morris, Karcher William",ECE 25,WI22,113,60,0.9309999999999999,0.9640000000000001,8.03,3.34,3.31,False,True,False,False,False
"Mir Arabbaygi, Siavash",ECE 30,WI22,61,25,0.625,0.7829999999999999,11.98,3.0,2.39,False,True,False,False,False
"Schurgers, Curt",ECE 35,WI22,197,146,0.779,0.924,11.06,2.84,2.42,False,True,False,False,False
"Franceschetti, Massimo",ECE 45,WI22,220,93,0.6809999999999999,0.5489999999999999,7.71,2.96,3.71,False,True,False,False,False
"Morris, Karcher William",ECE 5,WI22,51,25,0.96,0.92,6.08,3.88,3.53,False,True,False,False,False
"Baghdadchi, Saharnaz",ECE 65,WI22,150,119,0.95,0.975,8.26,3.47,2.88,False,True,False,False,False
"Sievenpiper, Daniel F.",ECE 100,FA21,93,47,0.9109999999999999,0.9329999999999999,9.61,3.12,2.68,True,True,False,False,True
"Siegel, Paul H.",ECE 101,FA21,103,91,0.856,0.9670000000000001,9.78,3.09,2.99,True,True,False,False,True
"Hsueh, Tzu-Chien",ECE 102,FA21,75,68,0.97,0.94,8.65,3.0,3.17,True,True,False,False,True
"Ng, Tse Nga",ECE 103,FA21,27,12,0.667,0.667,7.17,2.83,3.24,True,True,False,False,True
"Lomakin, Vitaliy",ECE 107,FA21,60,27,0.667,0.7040000000000001,8.35,2.69,3.11,True,True,False,False,True
"Zeger, Kenneth A.",ECE 109,FA21,129,65,0.726,0.758,6.47,2.94,2.64,True,True,False,False,True
"Koushanfar, Farinaz",ECE 111,FA21,92,42,0.512,0.46299999999999997,8.3,3.1,3.33,True,True,False,False,True
"Esmaili, Gholamreza",ECE 121A,FA21,56,26,0.96,0.88,8.66,3.2,3.04,True,True,False,False,True
"Abi Samra, Nicholas Camill",ECE 128A,FA21,60,27,1.0,1.0,6.19,3.58,3.57,True,True,False,False,True
"Kuzum, Duygu",ECE 135A,FA21,20,7,1.0,1.0,4.83,3.57,2.87,True,True,False,False,True
"Unpingco, Jose H.",ECE 143,FA21,98,68,0.9259999999999999,0.971,7.79,3.82,3.9,True,True,False,False,True
"Phan, Alex Minh Giang",ECE 144,FA21,24,24,0.917,0.917,8.24,3.5,3.6,True,True,False,False,True
"Schurgers, Curt",ECE 15,FA21,217,158,0.787,0.8759999999999999,9.11,3.16,2.67,True,True,False,False,False
"Franceschetti, Massimo",ECE 158A,FA21,47,14,0.833,0.833,4.83,3.25,3.23,True,True,False,False,True
"Khoshabeh, Ramsin",ECE 16,FA21,29,19,0.8420000000000001,0.938,11.34,3.67,3.57,True,True,False,False,False
"Rao, Bhaskar D.",ECE 161A,FA21,67,31,0.828,0.821,9.43,2.76,2.52,True,True,False,False,True
"Hall, Drew A.",ECE 164,FA21,111,54,0.885,0.98,13.42,3.22,2.87,True,True,False,False,True
"Rebeiz, Gabriel",ECE 166,FA21,105,40,0.889,0.917,11.33,3.12,2.85,True,True,False,False,True
"Gessner, Richard K.",ECE 17,FA21,42,19,0.789,0.789,10.72,3.35,2.54,True,True,False,False,False
"Atanasov, Nikolay A.",ECE 171A,FA21,43,23,0.955,1.0,8.05,3.71,3.59,True,True,False,False,True
"Shi, Yuanyuan",ECE 171B,FA21,32,29,0.966,0.966,9.05,3.31,3.25,True,True,False,False,True
"Pal, Piya",ECE 174,FA21,113,48,0.818,0.841,11.01,2.67,2.69,True,True,False,False,True
"Liu, Zhaowei",ECE 25,FA21,64,31,0.8390000000000001,0.833,6.44,3.13,3.06,True,True,False,False,False
"Mir Arabbaygi, Siavash",ECE 30,FA21,85,43,0.6829999999999999,0.732,9.45,2.59,2.53,True,True,False,False,False
"Schurgers, Curt",ECE 35,FA21,170,124,0.846,0.943,10.19,2.75,2.46,True,True,False,False,False
"Schurgers, Curt",ECE 35,FA21,151,102,0.88,0.89,10.62,3.12,2.72,True,True,False,False,False
"Franceschetti, Massimo",ECE 45,FA21,67,35,0.758,0.6970000000000001,8.32,3.22,2.88,True,True,False,False,False
"Morris, Karcher William",ECE 5,FA21,150,77,0.986,1.0,7.49,3.79,3.73,True,True,False,False,False
"Baghdadchi, Saharnaz",ECE 65,FA21,77,59,0.915,0.983,8.57,3.07,2.58,True,True,False,False,False
"Baghdadchi, Saharnaz",ECE 100,SP21,157,129,0.9690000000000001,0.992,8.83,3.52,3.34,True,True,False,False,True
"Bharadia, Dinesh",ECE 101,SP21,114,96,0.7809999999999999,0.625,8.86,3.15,3.1,True,True,False,False,True
"Kuzum, Duygu",ECE 103,SP21,67,34,0.879,0.97,7.5,3.13,3.17,True,True,False,False,True
"Fullerton, Eric E",ECE 107,SP21,55,18,0.722,0.778,12.17,3.2,2.86,True,True,False,False,True
"Zeger, Kenneth A.",ECE 109,SP21,102,46,0.804,0.804,7.02,3.23,3.11,True,True,False,False,True
"Eldon, John",ECE 111,SP21,146,44,0.907,0.977,6.98,3.65,3.94,True,True,False,False,True
"Sievenpiper, Daniel F.",ECE 123,SP21,33,15,0.867,0.9329999999999999,6.5,3.4,3.14,True,True,False,False,True
"Esmaili, Gholamreza",ECE 125B,SP21,29,17,0.882,0.882,12.5,3.4,3.71,True,True,False,False,True
"Abi Samra, Nicholas Camill",ECE 128C,SP21,34,16,1.0,1.0,5.83,3.64,3.69,True,True,False,False,True
"Gessner, Richard K.",ECE 140B,SP21,50,12,0.818,1.0,13.95,3.89,3.59,True,True,False,False,True
"Khoshabeh, Ramsin",ECE 140B,SP21,50,12,0.818,1.0,13.95,3.89,3.59,True,True,False,False,True
"Gessner, Richard K.",ECE 141B,SP21,36,12,1.0,1.0,16.0,3.5,3.23,True,True,False,False,True
"Phan, Alex Minh Giang",ECE 144,SP21,32,19,0.9470000000000001,0.9470000000000001,9.66,3.12,3.52,True,True,False,False,True
"Schurgers, Curt",ECE 15,SP21,94,51,0.804,0.863,9.44,3.15,2.37,True,True,False,False,False
"Khoshabeh, Ramsin",ECE 16,SP21,21,8,1.0,1.0,10.25,3.86,3.92,True,True,False,False,False
"Harris, Frederick Joel",ECE 161C,SP21,42,16,0.867,0.867,8.0,3.75,3.6,True,True,False,False,True
"Hsueh, Tzu-Chien",ECE 163,SP21,66,58,0.897,0.914,8.53,3.16,3.24,True,True,False,False,True
"Mercier, Patrick Philip",ECE 165,SP21,78,39,0.7440000000000001,0.846,11.68,2.97,3.16,True,True,False,False,True
"Gilja, Vikash",ECE 17,SP21,100,42,0.825,0.897,9.55,3.58,3.55,True,True,False,False,False
"Sworder, David D.",ECE 171A,SP21,116,42,0.732,0.293,8.14,3.19,3.48,True,True,False,False,True
"Morris, Karcher William",ECE 25,SP21,57,29,0.963,0.963,6.65,3.33,3.24,True,True,False,False,False
"Kang, Mingu",ECE 30,SP21,159,102,0.725,0.8590000000000001,7.77,3.2,3.29,True,True,False,False,False
"Taur, Yuan",ECE 35,SP21,104,42,0.718,0.41,8.74,2.86,2.95,True,True,False,False,False
"Antipa, Nicholas A",ECE 45,SP21,151,105,0.7020000000000001,0.8079999999999999,9.08,2.97,3.16,True,True,False,False,False
"Morris, Karcher William",ECE 5,SP21,28,8,1.0,1.0,5.25,3.86,3.61,True,True,False,False,False
"Baghdadchi, Saharnaz",ECE 65,SP21,123,99,1.0,1.0,7.93,3.56,3.09,True,True,False,False,False
"Baghdadchi, Saharnaz",ECE 101,WI21,120,103,0.899,1.0,7.48,3.24,3.03,True,True,False,False,True
"Le, Hanh-Phuc",ECE 102,WI21,70,60,0.9329999999999999,0.9329999999999999,8.97,3.21,3.38,True,True,False,False,True
"Taur, Yuan",ECE 103,WI21,26,10,0.667,0.444,5.25,2.88,3.33,True,True,False,False,True
"Lomakin, Vitaliy",ECE 107,WI21,90,34,0.848,0.848,6.92,3.38,3.32,True,True,False,False,True
"Vardy, Alexander",ECE 109,WI21,138,115,0.684,0.789,8.27,3.24,3.18,True,True,False,False,True
"Karna, Vishal",ECE 111,WI21,144,51,0.98,1.0,6.83,3.78,3.89,True,True,False,False,True
"Esmaili, Gholamreza",ECE 121B,WI21,34,21,0.857,0.9520000000000001,9.5,3.53,3.36,True,True,False,False,True
"Le, Hanh-Phuc",ECE 125A,WI21,40,22,0.909,0.8640000000000001,10.23,3.33,3.31,True,True,False,False,True
"Abi Samra, Nicholas Camill",ECE 128B,WI21,34,13,1.0,1.0,4.68,3.75,3.78,True,True,False,False,True
"Ng, Tse Nga",ECE 134,WI21,24,11,1.0,1.0,5.23,3.55,3.55,True,True,False,False,True
"Gessner, Richard K.",ECE 140A,WI21,97,38,0.711,0.75,12.97,3.67,3.52,True,True,False,False,True
"Khoshabeh, Ramsin",ECE 140A,WI21,97,38,0.711,0.8420000000000001,12.97,3.67,3.52,True,True,False,False,True
"Gessner, Richard K.",ECE 141A,WI21,94,34,0.767,0.833,14.37,3.52,3.15,True,True,False,False,True
"Unpingco, Jose H.",ECE 143,WI21,140,97,0.958,0.948,9.42,3.79,3.87,True,True,False,False,True
"Phan, Alex Minh Giang",ECE 144,WI21,23,17,1.0,1.0,8.5,3.53,3.55,True,True,False,False,True
"Schurgers, Curt",ECE 15,WI21,148,101,0.91,0.95,9.44,3.46,2.89,True,True,False,False,False
"Kumar, Rakesh",ECE 150,WI21,26,21,0.905,0.81,5.2,3.89,3.54,True,True,False,False,True
"Nguyen, Truong Quang",ECE 161B,WI21,46,15,1.0,1.0,8.35,3.0,3.25,True,True,False,False,True
"Trivedi, Mohan M.",ECE 172A,WI21,102,31,0.774,0.774,10.11,3.13,3.6,True,True,False,False,True
"Vasconcelos, Nuno",ECE 175A,WI21,83,28,0.769,0.6920000000000001,9.25,3.17,3.21,True,True,False,False,True
"Wang, Xiaolong",ECE 176,WI21,50,13,1.0,0.846,7.88,3.57,3.92,True,True,False,False,True
"Dey, Sujit",ECE 25,WI21,137,66,0.919,0.742,7.24,3.43,3.33,True,True,False,False,False
"Mir Arabbaygi, Siavash",ECE 30,WI21,133,85,0.723,0.807,8.81,3.25,3.16,True,True,False,False,False
"Schurgers, Curt",ECE 35,WI21,145,103,0.845,0.861,9.74,2.82,2.35,True,True,False,False,False
"Zeger, Kenneth A.",ECE 45,WI21,197,85,0.72,0.6829999999999999,7.72,2.96,2.67,True,True,False,False,False
"Morris, Karcher William",ECE 5,WI21,51,19,1.0,1.0,6.82,3.84,3.6,True,True,False,False,False
"Baghdadchi, Saharnaz",ECE 65,WI21,165,131,0.985,0.992,8.25,3.64,3.25,True,True,False,False,False
"Sievenpiper, Daniel F.",ECE 100,FA20,132,57,0.87,0.722,10.39,3.37,3.14,True,True,False,False,True
"Siegel, Paul H.",ECE 101,FA20,109,39,1.0,0.9740000000000001,9.42,3.22,3.35,True,True,False,False,True
"Hsueh, Tzu-Chien",ECE 102,FA20,77,68,0.912,0.9259999999999999,9.1,3.03,3.22,True,True,False,False,True
"Ng, Tse Nga",ECE 103,FA20,42,19,0.789,0.895,6.61,3.0,3.06,True,True,False,False,True
"Lomakin, Vitaliy",ECE 107,FA20,94,34,0.667,0.727,8.8,2.94,2.91,True,True,False,False,True
"Fazeli Chaghooshi, Arman",ECE 109,FA20,181,66,0.758,0.785,7.83,3.06,3.14,True,True,False,False,True
"Koushanfar, Farinaz",ECE 111,FA20,66,19,0.737,0.895,8.17,3.28,3.35,True,True,False,False,True
"Esmaili, Gholamreza",ECE 121A,FA20,61,31,0.935,0.935,10.23,3.41,3.2,True,True,False,False,True
"Abi Samra, Nicholas Camill",ECE 128A,FA20,44,15,1.0,1.0,5.83,3.47,3.6,True,True,False,False,True
"Unpingco, Jose H.",ECE 143,FA20,93,62,0.9670000000000001,0.983,7.52,3.88,3.86,True,True,False,False,True
"Vardy, Alexander",ECE 15,FA20,288,245,0.792,0.841,9.14,3.19,2.98,True,True,False,False,False
"Franceschetti, Massimo",ECE 158A,FA20,35,12,1.0,1.0,4.83,3.67,3.23,True,True,False,False,True
"Khoshabeh, Ramsin",ECE 16,FA20,22,9,1.0,1.0,11.83,3.38,3.49,True,True,False,False,False
"Rao, Bhaskar D.",ECE 161A,FA20,81,32,0.871,0.71,8.89,2.83,3.03,True,True,False,False,True
"Hall, Drew A.",ECE 164,FA20,78,33,0.9390000000000001,0.97,13.89,3.16,2.78,True,True,False,False,True
"Rebeiz, Gabriel",ECE 166,FA20,49,17,0.929,0.857,10.23,3.0,2.63,True,True,False,False,True
"Gessner, Richard K.",ECE 17,FA20,30,18,0.9440000000000001,0.889,10.17,3.69,2.9,True,True,False,False,False
"Sworder, David D.",ECE 171B,FA20,35,6,0.833,0.5,5.5,3.17,3.38,True,True,False,False,True
"Pal, Piya",ECE 174,FA20,105,37,0.865,0.9440000000000001,9.85,3.11,3.11,True,True,False,False,True
"Cosman, Pamela C.",ECE 191,FA20,22,3,1.0,0.667,8.5,3.33,3.25,True,True,False,False,True
