Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Wang, Tinghao",PHIL 15,SP22,129,46,0.909,0.977,3.91,3.66,3.14,False,False,False,True,False
"Bazargan-Forward, Saba",PHIL 160,SP22,37,13,1.0,1.0,5.88,3.31,3.41,False,False,False,True,True
"Tolley, Clinton",PHIL 169,SP22,39,6,1.0,1.0,8.17,3.5,3.72,False,False,False,True,True
"Brandt, Reuven A",PHIL 173,SP22,37,17,0.941,1.0,4.15,3.81,3.6,False,False,False,True,True
"Danks, David J",PHIL 174,SP22,66,25,0.92,1.0,4.98,3.57,3.46,False,False,False,True,True
"Vargas, Manuel Rogelio",PHIL 27,SP22,186,65,0.9079999999999999,0.9690000000000001,3.03,3.41,3.04,False,False,False,True,False
"Lamey, Andy M.",PHIL 28,SP22,117,27,0.615,0.8,4.58,3.42,3.11,False,False,False,True,False
"Hardimon, Michael O.",PHIL 33,SP22,65,16,0.733,0.643,3.97,3.38,3.02,False,False,False,True,False
"Tolley, Clinton",PHIL 35,SP22,66,22,0.8,0.95,3.7,3.68,3.32,False,False,False,True,False
"Wonderly, Monique L.",PHIL 1,WI22,69,26,1.0,0.9620000000000001,3.94,3.6,3.2,False,False,False,True,False
"Grush, Rick Scott",PHIL 10,WI22,274,94,0.8590000000000001,0.922,5.07,3.31,2.97,False,False,False,True,False
"Johnson, Monte",PHIL 101,WI22,28,10,0.8,0.9,6.5,3.5,3.35,False,False,False,True,True
"Rickless, Samuel Charles",PHIL 111,WI22,34,12,0.909,1.0,6.86,3.36,3.1,False,False,False,True,True
"Greely, Nathaniel Atholl",PHIL 12,WI22,110,38,0.833,0.889,4.39,3.47,2.99,False,False,False,True,False
"McKenzie, Kerry V.",PHIL 130,WI22,33,17,0.875,1.0,4.25,3.5,3.5,False,False,False,True,True
"Sher, Gila",PHIL 132,WI22,30,10,0.8,1.0,4.9,3.33,3.33,False,False,False,True,True
"Wonderly, Monique L.",PHIL 138,WI22,36,21,0.905,0.905,5.45,3.05,2.7,False,False,False,True,True
"Cohen, Jonathan David",PHIL 14,WI22,126,44,0.8,0.725,3.88,3.37,2.85,False,False,False,True,False
"Rickless, Samuel Charles",PHIL 141,WI22,55,17,0.643,0.7140000000000001,6.37,3.38,3.06,False,False,False,True,True
"Cohen, Jonathan David",PHIL 143,WI22,27,7,0.857,0.833,3.83,3.17,2.94,False,False,False,True,True
"Bechtel, William",PHIL 147,WI22,33,11,0.909,0.909,4.7,3.27,3.37,False,False,False,True,True
"Tolley, Clinton",PHIL 155,WI22,42,13,1.0,0.917,5.33,3.5,3.39,False,False,False,True,True
"Brink, David O.",PHIL 161,WI22,39,12,0.75,0.833,4.68,3.45,2.94,False,False,False,True,True
"Bazargan-Forward, Saba",PHIL 162,WI22,44,16,0.938,0.938,5.0,3.77,3.54,False,False,False,True,True
"Arneson, Richard J.",PHIL 167,WI22,22,4,1.0,0.33299999999999996,8.0,2.75,2.72,False,False,False,True,True
"Hardimon, Michael O.",PHIL 170,WI22,37,8,0.5710000000000001,0.857,3.93,3.0,3.18,False,False,False,True,True
"Lamey, Andy M.",PHIL 27,WI22,101,46,0.8140000000000001,0.905,5.52,3.44,2.78,False,False,False,True,False
"Harrell, Maralee Mae",PHIL 28,WI22,272,90,0.7190000000000001,0.742,3.34,3.58,3.61,False,False,False,True,False
"Watkins, Eric",PHIL 32,WI22,65,21,0.857,0.905,3.83,3.38,2.97,False,False,False,True,False
"Nelkin, Dana Kay",PHIL 50,WI22,34,15,0.9329999999999999,0.8,5.7,3.5,3.18,False,False,False,True,False
"Sher, Gila",PHIL 1,FA21,69,23,0.727,0.727,4.05,3.0,2.88,True,False,False,True,False
"Grush, Rick Scott",PHIL 10,FA21,399,151,0.9179999999999999,0.9790000000000001,4.32,3.57,3.0,True,False,False,True,False
"Hardimon, Michael O.",PHIL 107,FA21,38,11,0.909,0.909,4.68,3.22,3.16,True,False,False,True,True
"Johnson, Monte",PHIL 110,FA21,40,13,0.6920000000000001,0.6920000000000001,4.65,3.62,3.16,True,False,False,True,True
"McKenzie, Kerry V.",PHIL 12,FA21,116,45,0.857,0.905,3.8,3.42,3.22,True,False,False,True,False
"Rickless, Samuel Charles",PHIL 120,FA21,46,9,0.778,0.778,4.75,3.86,3.09,True,False,False,True,True
"Brink, David O.",PHIL 13,FA21,132,52,0.745,0.804,4.3,3.25,3.1,True,False,False,True,False
"Watkins, Eric",PHIL 131,FA21,32,6,1.0,1.0,5.17,3.33,3.07,True,False,False,True,True
"Carr, Jennifer Rose",PHIL 134,FA21,34,23,0.87,0.955,5.8,3.25,2.94,True,False,False,True,True
"Wonderly, Monique L.",PHIL 142,FA21,35,14,0.929,0.929,3.93,3.58,3.09,True,False,False,True,True
"Chen, Keming",PHIL 146,FA21,30,10,0.9,1.0,4.7,3.75,3.44,True,False,False,True,True
"Bechtel, William",PHIL 151,FA21,32,15,0.8,1.0,2.77,3.45,3.34,True,False,False,True,True
"Vargas, Manuel Rogelio",PHIL 156,FA21,35,11,0.9,1.0,4.7,3.1,3.17,True,False,False,True,True
"Chen, Keming",PHIL 158,FA21,31,10,0.9,1.0,7.5,3.75,3.64,True,False,False,True,True
"Brandt, Reuven A",PHIL 163,FA21,135,56,0.9640000000000001,0.9640000000000001,3.75,3.46,3.44,True,False,False,True,True
"Arneson, Richard J.",PHIL 166,FA21,24,7,1.0,1.0,7.17,3.5,2.85,True,False,False,True,True
"Lamey, Andy M.",PHIL 172,FA21,37,12,0.909,1.0,5.17,3.73,3.19,True,False,False,True,True
"Brandt, Reuven A",PHIL 27,FA21,354,128,0.836,0.975,3.96,3.44,3.22,True,False,False,True,False
"Bazargan-Forward, Saba",PHIL 28,FA21,285,118,0.82,0.9359999999999999,4.02,3.38,3.26,True,False,False,True,False
"Johnson, Monte",PHIL 31,FA21,68,27,1.0,1.0,3.73,3.77,3.61,True,False,False,True,False
"Johnson, Monte",PHIL 1,SP21,62,18,0.867,0.867,5.88,3.5,2.77,True,False,False,True,False
"Grush, Rick Scott",PHIL 10,SP21,177,71,0.845,0.914,5.54,3.52,3.04,True,False,False,True,False
"Rickless, Samuel Charles",PHIL 100,SP21,32,11,0.636,0.727,5.59,3.29,2.86,True,False,False,True,True
"Johnson, Monte",PHIL 102,SP21,33,11,1.0,0.909,7.59,3.82,3.34,True,False,False,True,True
"Tolley, Clinton",PHIL 112,SP21,41,12,0.909,1.0,7.17,3.18,3.44,True,False,False,True,True
"Rickless, Samuel Charles",PHIL 120,SP21,46,13,0.9229999999999999,1.0,4.04,4.0,3.77,True,False,False,True,True
"Carr, Jennifer Rose",PHIL 125,SP21,38,21,0.9,0.95,4.7,3.65,3.5,True,False,False,True,True
"Lamey, Andy M.",PHIL 13,SP21,89,26,1.0,1.0,3.86,3.52,2.84,True,False,False,True,False
"Chen, Keming",PHIL 130,SP21,37,19,0.895,1.0,6.5,3.71,3.9,True,False,False,True,True
"Cohen, Jonathan David",PHIL 134,SP21,23,7,0.7140000000000001,1.0,6.21,3.33,2.7,True,False,False,True,True
"Nelkin, Dana Kay",PHIL 137,SP21,36,13,0.75,0.917,5.5,3.27,2.92,True,False,False,True,True
"Wonderly, Monique L.",PHIL 142,SP21,36,14,1.0,1.0,5.5,3.67,3.47,True,False,False,True,True
"McKenzie, Kerry V.",PHIL 145,SP21,38,11,1.0,0.9,3.95,2.91,3.16,True,False,False,True,True
"Fulkerson, Matthew Todd",PHIL 15,SP21,120,39,0.821,0.821,3.36,3.57,3.22,True,False,False,True,False
"Arneson, Richard J.",PHIL 160,SP21,28,6,0.5,0.667,5.5,3.67,2.81,True,False,False,True,True
"Hardimon, Michael O.",PHIL 180,SP21,34,6,1.0,1.0,7.3,3.5,3.14,True,False,False,True,True
"Duncan, Emma Ruth",PHIL 27,SP21,278,112,0.64,0.845,5.01,3.23,3.25,True,False,False,True,False
"Brink, David O.",PHIL 28,SP21,354,94,0.708,0.865,4.12,3.46,3.17,True,False,False,True,False
"Connelly, Kathleen Ambrose",PHIL 33,SP21,42,15,0.857,0.929,4.64,3.75,2.82,True,False,False,True,False
"Nelkin, Dana Kay",PHIL 50,SP21,33,11,0.909,0.727,3.77,3.6,3.44,True,False,False,True,False
"Wonderly, Monique L.",PHIL 1,WI21,65,24,0.875,0.917,3.75,3.73,3.33,True,False,False,True,False
"Grush, Rick Scott",PHIL 10,WI21,303,108,0.915,0.9620000000000001,4.33,3.77,3.4,True,False,False,True,False
"Johnson, Monte",PHIL 101,WI21,33,13,0.615,0.769,4.81,3.5,3.29,True,False,False,True,True
"Rutherford, Donald Paul",PHIL 111,WI21,44,17,1.0,1.0,6.85,3.14,3.03,True,False,False,True,True
"Sher, Gila",PHIL 122,WI21,28,9,0.667,0.778,4.5,3.56,3.69,True,False,False,True,True
"Sher, Gila",PHIL 132,WI21,30,9,0.667,0.889,5.83,3.25,3.37,True,False,False,True,True
"Grush, Rick Scott",PHIL 136,WI21,22,5,0.6,1.0,5.7,3.33,3.51,True,False,False,True,True
"Tracz, Robert Brian",PHIL 14,WI21,73,20,0.9,0.95,5.1,3.36,2.92,True,False,False,True,False
"Rickless, Samuel Charles",PHIL 141,WI21,37,15,0.867,0.9329999999999999,6.77,3.58,3.42,True,False,False,True,True
"Lamey, Andy M.",PHIL 148,WI21,38,14,1.0,1.0,6.79,3.5,3.29,True,False,False,True,True
"Vargas, Manuel Rogelio",PHIL 156,WI21,28,13,0.9229999999999999,1.0,6.04,3.45,3.3,True,False,False,True,True
"Brink, David O.",PHIL 159,WI21,29,5,0.6,0.8,8.5,3.0,2.97,True,False,False,True,True
"Bazargan-Forward, Saba",PHIL 162,WI21,41,13,1.0,1.0,4.33,3.9,3.59,True,False,False,True,True
"Arneson, Richard J.",PHIL 167,WI21,26,11,0.545,0.727,4.14,3.0,2.69,True,False,False,True,True
"Hardimon, Michael O.",PHIL 170,WI21,38,9,0.556,0.33299999999999996,4.94,3.5,3.24,True,False,False,True,True
"Wonderly, Monique L.",PHIL 173,WI21,35,15,0.9329999999999999,0.9329999999999999,6.23,3.64,3.6,True,False,False,True,True
"Finley, Aaron Daniel",PHIL 27,WI21,292,106,0.728,0.893,5.06,3.38,3.32,True,False,False,True,False
"Bazargan-Forward, Saba",PHIL 28,WI21,379,137,0.8370000000000001,0.963,4.38,3.38,3.26,True,False,False,True,False
"Rutherford, Donald Paul",PHIL 32,WI21,66,34,0.903,1.0,5.1,3.32,2.99,True,False,False,True,False
"Tolley, Clinton",PHIL 35,WI21,68,34,0.938,0.968,4.94,3.67,3.61,True,False,False,True,False
"Sher, Gila",PHIL 1,FA20,63,22,0.8640000000000001,0.8640000000000001,2.59,3.56,3.31,True,False,False,True,False
"Carr, Jennifer Rose",PHIL 10,FA20,271,188,0.8170000000000001,0.865,5.32,3.22,2.78,True,False,False,True,False
"Greene, Blythe Anastasia",PHIL 110,FA20,40,14,0.929,1.0,6.07,3.43,3.14,True,False,False,True,True
"Tracz, Robert Brian",PHIL 12,FA20,78,29,0.7240000000000001,0.828,4.43,3.33,2.96,True,False,False,True,False
"Chen, Keming",PHIL 120,FA20,47,24,0.9129999999999999,1.0,7.05,3.73,3.6,True,False,False,True,True
"Bazargan-Forward, Saba",PHIL 13,FA20,139,65,0.938,0.938,4.13,3.4,3.24,True,False,False,True,False
"Watkins, Eric",PHIL 131,FA20,29,10,0.9,1.0,5.7,3.67,3.52,True,False,False,True,True
"Carr, Jennifer Rose",PHIL 134,FA20,25,16,0.938,1.0,6.25,3.67,3.22,True,False,False,True,True
"Brink, David O.",PHIL 138,FA20,42,12,1.0,1.0,6.86,3.67,3.09,True,False,False,True,True
"Callender, Craig Adam",PHIL 146,FA20,37,12,0.917,1.0,5.0,3.4,3.09,True,False,False,True,True
"Fulkerson, Matthew Todd",PHIL 150,FA20,29,14,0.6920000000000001,0.917,8.04,3.17,3.13,True,False,False,True,True
"Vargas, Manuel Rogelio",PHIL 155,FA20,56,19,0.833,1.0,4.94,3.47,2.78,True,False,False,True,True
"Chen, Keming",PHIL 158,FA20,37,11,1.0,1.0,10.32,3.78,3.66,True,False,False,True,True
"Brandt, Reuven A",PHIL 163,FA20,137,57,0.9470000000000001,0.982,4.82,3.56,3.41,True,False,False,True,True
"Johnson, Monte",PHIL 166,FA20,28,11,1.0,0.9,5.9,3.7,3.33,True,False,False,True,True
"Lamey, Andy M.",PHIL 166,FA20,28,11,1.0,1.0,5.9,3.7,3.33,True,False,False,True,True
"Bazargan-Forward, Saba",PHIL 168,FA20,41,14,0.929,0.917,3.07,3.64,3.39,True,False,False,True,True
"Rutherford, Donald Paul",PHIL 26,FA20,41,14,0.917,0.917,3.83,3.33,2.9,True,False,False,True,False
"Lamey, Andy M.",PHIL 27,FA20,216,91,0.7440000000000001,0.9109999999999999,5.26,3.3,3.24,True,False,False,True,False
"Lamey, Andy M.",PHIL 28,FA20,269,133,0.504,0.782,5.34,3.16,2.97,True,False,False,True,False
"Greene, Blythe Anastasia",PHIL 31,FA20,65,24,0.8640000000000001,0.955,3.36,3.42,3.16,True,False,False,True,False
"Johnson, Monte",PHIL 1,SP20,64,17,0.882,0.941,6.26,3.33,3.38,True,False,False,True,False
"Carr, Jennifer Rose",PHIL 10,SP20,194,106,0.84,0.934,4.61,3.42,3.45,True,False,False,True,False
"Johnson, Monte",PHIL 102,SP20,22,8,0.833,0.667,7.64,4.0,3.86,True,False,False,True,True
"Watkins, Eric",PHIL 112,SP20,44,11,0.8,0.8,7.95,3.33,3.28,True,False,False,True,True
"McKenzie, Kerry V.",PHIL 12,SP20,81,30,0.857,0.929,4.02,3.47,3.64,True,False,False,True,False
"Carr, Jennifer Rose",PHIL 120,SP20,50,37,0.784,0.917,6.34,3.3,3.16,True,False,False,True,True
"Wonderly, Monique L.",PHIL 13,SP20,127,36,1.0,1.0,3.38,3.62,3.69,True,False,False,True,False
"Chen, Keming",PHIL 130,SP20,45,16,1.0,1.0,6.1,3.93,3.91,True,False,False,True,True
"McKenzie, Kerry V.",PHIL 145,SP20,40,12,0.909,0.909,5.95,3.67,3.23,True,False,False,True,True
"Callender, Craig Adam",PHIL 148,SP20,42,15,0.929,0.929,5.5,3.2,3.39,True,False,False,True,True
"Rutherford, Donald Paul",PHIL 161,SP20,35,12,0.833,1.0,6.33,3.25,3.2,True,False,False,True,True
"Lamey, Andy M.",PHIL 162,SP20,35,10,1.0,1.0,4.5,3.4,3.52,True,False,False,True,True
"Brandt, Reuven A",PHIL 163,SP20,136,56,0.9640000000000001,1.0,4.46,3.44,3.51,True,False,False,True,True
"Stringer, Ryan Matthew",PHIL 164,SP20,41,12,1.0,0.917,4.0,3.45,3.41,True,False,False,True,True
"Allais, Lucy L.",PHIL 170,SP20,77,26,0.9620000000000001,1.0,5.35,3.65,3.7,True,False,False,True,True
"Lamey, Andy M.",PHIL 177,SP20,21,9,0.857,0.857,4.79,4.0,3.51,True,False,False,True,True
"Hardimon, Michael O.",PHIL 181,SP20,37,10,0.9,0.8,5.7,3.71,3.61,True,False,False,True,True
"Rutherford, Donald Paul",PHIL 26,SP20,38,14,1.0,1.0,3.12,3.0,3.33,True,False,False,True,False
"Brandt, Reuven A",PHIL 27,SP20,306,134,0.8759999999999999,0.9690000000000001,3.93,3.49,3.52,True,False,False,True,False
"Lamey, Andy M.",PHIL 28,SP20,292,62,0.695,0.932,3.95,3.73,3.01,True,False,False,True,False
"Hardimon, Michael O.",PHIL 33,SP20,63,17,0.882,1.0,5.21,3.3,3.28,True,False,False,True,False
"Sher, Gila",PHIL 1,WI20,64,31,0.774,0.9,2.95,3.19,3.24,True,False,False,True,False
"Wonderly, Monique L.",PHIL 10,WI20,237,86,0.795,0.8079999999999999,3.78,3.06,2.89,True,False,False,True,False
"Johnson, Monte",PHIL 101,WI20,23,10,0.889,0.889,5.39,3.57,3.02,True,False,False,True,True
"Johnson, Monte",PHIL 105,WI20,25,8,0.75,0.75,5.75,3.43,3.41,True,False,False,True,True
"Rickless, Samuel Charles",PHIL 111,WI20,43,14,0.769,0.846,8.64,3.14,2.83,True,False,False,True,True
"Sher, Gila",PHIL 123,WI20,24,7,1.0,1.0,3.83,3.4,3.56,True,False,False,True,True
"Cohen, Jonathan David",PHIL 134,WI20,28,9,1.0,1.0,5.83,3.33,3.2,True,False,False,True,True
"Nelkin, Dana Kay",PHIL 137,WI20,36,16,0.75,0.813,4.38,3.4,3.02,True,False,False,True,True
"McKenzie, Kerry V.",PHIL 14,WI20,129,41,0.865,0.972,2.82,3.42,3.25,True,False,False,True,False
"Rickless, Samuel Charles",PHIL 141,WI20,61,23,0.9570000000000001,1.0,6.24,3.37,3.15,True,False,False,True,True
"Fulkerson, Matthew Todd",PHIL 15,WI20,118,37,0.6970000000000001,0.9059999999999999,3.59,3.27,3.05,True,False,False,True,False
"Bechtel, William",PHIL 151,WI20,37,13,0.6920000000000001,0.769,4.19,3.45,3.17,True,False,False,True,True
"Cartwright, Nancy D.",PHIL 152,WI20,33,8,0.75,0.875,4.25,3.75,3.75,True,False,False,True,True
"Bazargan-Forward, Saba",PHIL 160,WI20,38,9,1.0,1.0,3.61,3.71,3.36,True,False,False,True,True
"Bazargan-Forward, Saba",PHIL 168,WI20,40,10,0.889,1.0,4.1,3.67,3.55,True,False,False,True,True
"Tolley, Clinton",PHIL 175,WI20,38,19,0.9470000000000001,0.9470000000000001,4.92,3.25,3.49,True,False,False,True,True
"Finley, Aaron Daniel",PHIL 27,WI20,274,125,0.669,0.8490000000000001,4.07,3.44,3.3,True,False,False,True,False
"Brink, David O.",PHIL 28,WI20,289,96,0.589,0.853,3.62,3.33,3.18,True,False,False,True,False
"Watkins, Eric",PHIL 32,WI20,69,26,0.875,0.833,4.0,3.2,3.2,True,False,False,True,False
"Tolley, Clinton",PHIL 35,WI20,61,26,0.826,0.826,4.07,3.74,3.18,True,False,False,True,False
"Koepke, Cami Esther",PHIL 10,FA19,276,130,0.831,0.893,4.61,3.29,2.87,True,False,False,True,False
"Brink, David O.",PHIL 100,FA19,38,13,1.0,1.0,7.12,3.5,3.34,True,False,False,True,True
"Hardimon, Michael O.",PHIL 108,FA19,31,11,1.0,1.0,4.68,3.43,3.06,True,False,False,True,True
"Anagnostopoulos, G. H.",PHIL 110,FA19,56,25,0.773,0.667,4.33,3.48,2.96,True,False,False,True,True
"Bechtel, William",PHIL 12,FA19,73,30,0.821,0.815,3.19,3.33,2.94,True,False,False,True,False
"Rickless, Samuel Charles",PHIL 120,FA19,58,27,0.9620000000000001,1.0,5.3,3.8,3.37,True,False,False,True,True
"Arneson, Richard J.",PHIL 13,FA19,109,51,0.511,0.568,4.04,3.03,2.66,True,False,False,True,False
"Davia, Cory Michael",PHIL 132,FA19,35,12,0.917,0.917,5.67,3.33,2.95,True,False,False,True,True
"Brink, David O.",PHIL 138,FA19,35,12,1.0,0.917,5.17,3.5,3.43,True,False,False,True,True
"Chen, Keming",PHIL 146,FA19,41,18,0.941,1.0,5.17,3.86,3.86,True,False,False,True,True
"Fulkerson, Matthew Todd",PHIL 149,FA19,34,10,1.0,0.9,6.5,3.13,3.35,True,False,False,True,True
"Lamey, Andy M.",PHIL 167,FA19,43,18,1.0,1.0,4.61,3.61,3.32,True,False,False,True,True
"Tolley, Clinton",PHIL 169,FA19,40,16,0.9329999999999999,0.9329999999999999,5.43,3.46,3.5,True,False,False,True,True
"Hardimon, Michael O.",PHIL 170,FA19,48,12,0.667,0.75,6.17,3.22,3.43,True,False,False,True,True
"Brandt, Reuven A",PHIL 173,FA19,42,18,1.0,1.0,4.85,3.4,3.24,True,False,False,True,True
"Vargas, Manuel Rogelio",PHIL 27,FA19,287,135,0.7240000000000001,0.897,3.99,3.18,2.98,True,False,False,True,False
