Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Konopacky, Quinn Morgan",PHYS 1A,SP22,391,294,0.8490000000000001,0.89,6.01,3.31,3.23,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,29,12,0.583,0.583,5.17,3.0,2.92,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,29,12,0.583,0.667,5.17,3.0,2.92,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,30,8,0.16699999999999998,0.16699999999999998,4.83,2.83,2.69,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,30,8,0.16699999999999998,0.16699999999999998,4.83,2.83,2.69,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,28,15,0.308,0.5379999999999999,4.96,3.08,2.89,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,28,15,0.308,0.5379999999999999,4.96,3.08,2.89,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,26,12,0.455,0.545,6.3,3.0,3.08,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,26,12,0.455,0.545,6.3,3.0,3.08,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,29,18,0.588,0.588,3.68,3.29,3.41,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,29,18,0.588,0.529,3.68,3.29,3.41,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,27,9,0.556,0.778,5.61,3.0,2.99,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,27,9,0.556,0.667,5.61,3.0,2.99,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,27,13,0.308,0.615,4.65,2.69,3.16,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,27,13,0.308,0.5379999999999999,4.65,2.69,3.16,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,29,17,0.5,0.688,4.74,3.41,3.47,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,29,17,0.5,0.688,4.74,3.41,3.47,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,29,14,0.857,0.7859999999999999,3.64,3.29,3.14,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,29,14,0.857,0.7859999999999999,3.64,3.29,3.14,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,28,12,0.545,0.455,5.5,3.3,3.34,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,28,12,0.545,0.364,5.5,3.3,3.34,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,27,14,0.5710000000000001,0.643,5.21,3.5,3.49,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,27,14,0.5710000000000001,0.7140000000000001,5.21,3.5,3.49,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,SP22,22,12,0.5,0.545,4.0,3.0,3.0,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP22,22,12,0.5,0.636,4.0,3.0,3.0,False,True,False,False,False
"Gilbert, Dylan Paul",PHYS 1B,SP22,306,132,0.843,0.9520000000000001,6.85,3.2,2.82,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,26,13,0.583,0.818,5.33,3.42,3.2,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,26,13,0.583,0.727,5.33,3.42,3.2,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,30,14,0.857,0.929,3.07,3.29,3.51,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,30,14,0.857,0.929,3.07,3.29,3.51,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,29,6,0.667,0.833,5.17,3.17,3.48,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,29,6,0.667,0.833,5.17,3.17,3.48,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,25,9,0.33299999999999996,0.667,2.94,3.22,3.36,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,25,9,0.33299999999999996,0.778,2.94,3.22,3.36,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,30,13,0.667,0.833,4.32,3.36,3.34,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,30,13,0.667,0.833,4.32,3.36,3.34,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,27,12,0.545,1.0,5.5,3.55,3.47,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,27,12,0.545,0.909,5.5,3.55,3.47,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,27,6,0.667,0.833,4.5,3.5,3.34,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,27,6,0.667,0.833,4.5,3.5,3.34,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,26,9,0.75,0.875,3.25,3.13,3.39,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,26,9,0.75,0.875,3.25,3.13,3.39,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,26,12,0.727,0.818,4.14,3.64,3.66,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,26,12,0.727,0.818,4.14,3.64,3.66,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,25,8,0.75,0.75,6.0,3.0,3.23,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,25,8,0.75,0.75,6.0,3.0,3.23,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,28,8,0.875,1.0,5.0,3.63,3.49,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,28,8,0.875,1.0,5.0,3.63,3.49,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,SP22,24,5,0.6,1.0,3.7,3.4,3.51,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP22,24,6,0.667,0.833,4.5,3.33,3.51,False,True,False,False,False
"Koslover, Elena F",PHYS 1C,SP22,358,152,0.9259999999999999,0.993,6.03,3.42,3.11,False,True,False,False,False
"Tytler, David Robert",PHYS 1C,SP22,186,84,0.275,0.1,6.81,2.79,2.49,False,True,False,False,False
"Coil, Alison",PHYS 1C,SP22,352,129,0.736,0.7020000000000001,5.98,3.3,3.04,False,True,False,False,False
"Tsai, Philbert S",PHYS 1CL,SP22,883,290,0.486,0.813,5.12,3.12,3.14,False,True,False,False,False
"Yagil, Avi",PHYS 1CL,SP22,883,290,0.486,0.67,5.12,3.12,3.14,False,True,False,False,False
"Meyertholen, Andrew D.",PHYS 2A,SP22,290,130,0.922,0.937,6.98,3.15,2.73,False,True,False,False,False
"Shotwell, Brian",PHYS 2B,SP22,353,156,0.8079999999999999,0.867,8.22,3.13,2.97,False,True,False,False,False
"Shotwell, Brian",PHYS 2B,SP22,344,158,0.705,0.7390000000000001,7.96,3.16,2.93,False,True,False,False,False
"Butov, Leonid",PHYS 2BL,SP22,267,108,0.619,0.629,5.08,3.58,3.43,False,True,False,False,False
"Michelsen, Eric Leonard",PHYS 2C,SP22,302,125,0.5539999999999999,0.45799999999999996,7.84,2.85,2.56,False,True,False,False,False
"Shpyrko, Oleg",PHYS 2CL,SP22,116,35,0.971,1.0,4.84,3.83,3.46,False,True,False,False,False
"Branson, James G",PHYS 2D,SP22,71,40,0.583,0.429,6.28,3.2,3.46,False,True,False,False,False
"Chivukula, Raja S",PHYS 4B,SP22,106,49,0.813,0.787,9.58,3.48,3.41,False,True,False,False,False
"Frano Pereira, Alex M",PHYS 4E,SP22,77,32,0.938,0.9690000000000001,8.5,3.38,3.12,False,True,False,False,False
"Sharma, Vivek A.",PHYS 10,WI22,54,39,0.564,0.436,5.53,3.33,2.98,False,True,False,False,False
"Michelsen, Eric Leonard",PHYS 100B,WI22,62,30,0.7,0.552,7.97,2.85,2.67,False,True,False,False,True
"Green, Daniel Richard",PHYS 105A,WI22,70,28,0.852,0.852,9.39,2.81,2.59,False,True,False,False,True
"Serra, Mattia",PHYS 110B,WI22,27,10,0.8,0.6,9.7,3.0,3.09,False,True,False,False,True
"Keres, Dusan",PHYS 163,WI22,28,14,0.7859999999999999,0.643,8.21,3.14,2.4,False,True,False,False,True
"Konopacky, Quinn Morgan",PHYS 164,WI22,20,15,0.9329999999999999,1.0,8.77,2.86,2.76,False,True,False,False,True
"Burgasser, Adam Jonathan",PHYS 1A,WI22,362,295,0.531,0.551,9.04,2.99,3.0,False,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,WI22,363,176,0.7340000000000001,0.887,4.96,3.25,3.23,False,True,False,False,False
"Yagil, Avi",PHYS 1AL,WI22,363,175,0.732,0.835,4.92,3.25,3.23,False,True,False,False,False
"Smith, Douglas E",PHYS 1B,WI22,264,97,0.902,0.978,5.62,3.47,3.16,False,True,False,False,False
"Smith, Douglas E",PHYS 1B,WI22,380,152,0.912,0.9790000000000001,5.27,3.61,3.16,False,True,False,False,False
"Smith, Douglas E",PHYS 1B,WI22,384,156,0.872,0.9390000000000001,5.27,3.53,3.19,False,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,WI22,966,327,0.6809999999999999,0.93,4.86,3.48,3.24,False,True,False,False,False
"Yagil, Avi",PHYS 1BL,WI22,966,327,0.6809999999999999,0.764,4.86,3.48,3.24,False,True,False,False,False
"Gilbert, Dylan Paul",PHYS 1C,WI22,302,118,0.941,0.991,4.66,3.62,3.31,False,True,False,False,False
"Tsai, Philbert S",PHYS 1CL,WI22,268,86,0.373,0.7829999999999999,6.13,3.05,3.03,False,True,False,False,False
"Yagil, Avi",PHYS 1CL,WI22,268,86,0.373,0.639,6.13,3.05,3.03,False,True,False,False,False
"Popmintchev, Tenio",PHYS 2A,WI22,340,229,0.81,0.6809999999999999,7.52,3.45,3.48,False,True,False,False,False
"Popmintchev, Tenio",PHYS 2A,WI22,203,134,0.818,0.74,7.25,3.32,3.37,False,True,False,False,False
"Popmintchev, Tenio",PHYS 2A,WI22,276,186,0.8,0.6679999999999999,7.34,3.24,3.3,False,True,False,False,False
"Meyertholen, Andrew D.",PHYS 2B,WI22,381,230,0.907,0.982,7.46,3.17,2.88,False,True,False,False,False
"Yang, Liang",PHYS 2C,WI22,272,108,0.9129999999999999,0.904,6.13,3.39,3.07,False,True,False,False,False
"Butov, Leonid",PHYS 2CL,WI22,232,89,0.8,0.847,5.67,3.42,3.5,False,True,False,False,False
"Branson, James G",PHYS 2D,WI22,56,22,0.762,0.429,7.07,3.52,3.39,False,True,False,False,False
"Chivukula, Raja S",PHYS 4A,WI22,119,76,0.9590000000000001,0.973,8.45,3.51,3.24,False,True,False,False,False
"Shotwell, Brian",PHYS 4A,WI22,119,76,0.9590000000000001,1.0,8.45,3.51,3.24,False,True,False,False,False
"Frano Pereira, Alex M",PHYS 4D,WI22,81,35,0.882,0.882,9.5,3.06,3.04,False,True,False,False,False
"Norman, Michael L",PHYS 5,WI22,182,84,0.963,0.976,3.87,3.74,3.49,False,True,False,False,False
"Tytler, David Robert",PHYS 9,WI22,51,17,0.625,0.5,8.13,3.31,3.11,False,True,False,False,False
"Shotwell, Brian",PHYS 100A,FA21,76,35,0.9690000000000001,0.935,9.06,3.63,3.02,True,True,False,False,True
"Burgasser, Adam Jonathan",PHYS 110A,FA21,75,37,0.946,0.973,9.42,3.38,3.21,True,True,False,False,True
"Yang, Liang",PHYS 120,FA21,32,20,1.0,1.0,13.3,3.2,2.82,True,True,False,False,True
"Meyertholen, Andrew D.",PHYS 130B,FA21,53,31,0.9,1.0,9.03,3.07,2.79,True,True,True,False,True
"Shotwell, Brian",PHYS 140A,FA21,63,27,0.9620000000000001,0.9620000000000001,8.73,3.44,3.26,True,True,False,False,True
"Wright, Shelley Adams",PHYS 160,FA21,40,25,0.917,0.875,7.14,3.2,2.53,True,True,False,False,True
"Tsai, Philbert S",PHYS 1A,FA21,434,168,0.868,0.925,7.05,3.33,3.18,True,True,False,False,False
"Tsai, Philbert S",PHYS 1A,FA21,386,160,0.7909999999999999,0.8859999999999999,6.68,3.16,3.15,True,True,False,False,False
"Tsai, Philbert S",PHYS 1A,FA21,370,136,0.818,0.9229999999999999,6.74,3.33,3.14,True,True,False,False,False
"Tsai, Philbert S",PHYS 1AL,FA21,1050,365,0.675,0.894,3.54,3.39,3.37,True,True,False,False,False
"Yagil, Avi",PHYS 1AL,FA21,1050,365,0.675,0.774,3.54,3.39,3.37,True,True,False,False,False
"Schuller, Ivan K",PHYS 1B,FA21,275,117,0.73,0.46799999999999997,6.78,3.25,2.82,True,True,False,False,False
"Tsai, Philbert S",PHYS 1BL,FA21,277,95,0.636,0.795,3.86,3.28,3.2,True,True,False,False,False
"Yagil, Avi",PHYS 1BL,FA21,277,94,0.632,0.736,3.81,3.29,3.2,True,True,False,False,False
"Tsai, Philbert S",PHYS 1CL,FA21,227,79,0.513,0.773,5.19,3.2,3.05,True,True,False,False,False
"Yagil, Avi",PHYS 1CL,FA21,227,79,0.513,0.73,5.19,3.2,3.05,True,True,False,False,False
"Meyertholen, Andrew D.",PHYS 2A,FA21,384,224,0.9159999999999999,0.972,7.07,3.2,2.88,True,True,False,False,False
"Keres, Dusan",PHYS 2B,FA21,191,94,0.7340000000000001,0.713,7.85,3.04,2.83,True,True,False,False,False
"Shpyrko, Oleg",PHYS 2C,FA21,329,158,0.85,0.9079999999999999,6.71,3.11,2.89,True,True,False,False,False
"Shpyrko, Oleg",PHYS 2C,FA21,290,161,0.8220000000000001,0.879,6.64,3.1,2.79,True,True,False,False,False
"Barreiro Guerrero, Julio",PHYS 2CL,FA21,265,224,0.629,0.7809999999999999,8.34,3.42,3.29,True,True,False,False,False
"Hirsch, Jorge Eduardo",PHYS 2D,FA21,26,10,0.444,0.444,5.0,2.5,1.87,True,True,False,False,False
"Sharma, Vivek A.",PHYS 2DL,FA21,52,41,0.775,0.825,7.94,3.45,3.61,True,True,False,False,False
"Averitt, Richard Douglas",PHYS 4C,FA21,94,45,0.932,0.818,9.14,2.91,2.98,True,True,False,False,False
"Konopacky, Quinn Morgan",PHYS 5,FA21,178,130,0.875,0.945,4.19,3.17,2.96,True,True,False,False,False
"Sandstrom, Karin Marie",PHYS 7,FA21,232,110,0.9329999999999999,0.961,5.08,3.14,2.63,True,True,False,False,False
"Chivukula, Raja S",PHYS 100C,SP21,44,15,1.0,0.867,9.7,3.71,3.4,True,True,False,False,True
"Dubin, Daniel Herschel",PHYS 105B,SP21,21,5,0.5,1.0,14.0,1.75,2.72,True,True,False,False,True
"Meyertholen, Andrew D.",PHYS 130A,SP21,76,33,0.97,1.0,8.98,3.42,3.28,True,True,True,False,True
"Green, Daniel Richard",PHYS 161,SP21,31,10,0.9,0.9,8.3,3.25,2.31,True,True,False,False,True
"Keating, Brian",PHYS 162,SP21,37,12,0.75,0.41700000000000004,10.33,3.22,3.28,True,True,False,False,True
"Tsai, Philbert S",PHYS 1A,SP21,377,155,0.8190000000000001,0.9059999999999999,6.58,3.34,3.26,True,True,False,False,False
"Yagil, Avi",PHYS 1AL,SP21,331,113,0.618,0.682,5.67,3.22,3.46,True,True,False,False,False
"Tsai, Philbert S",PHYS 1B,SP21,381,167,0.8759999999999999,0.963,6.84,3.44,3.34,True,True,False,False,False
"Yagil, Avi",PHYS 1BL,SP21,353,138,0.799,0.8109999999999999,5.75,3.5,3.52,True,True,False,False,False
"Arnold, Kam S",PHYS 1C,SP21,934,422,0.7140000000000001,0.63,6.42,3.43,3.05,True,True,False,False,False
"Yagil, Avi",PHYS 1CL,SP21,894,395,0.47600000000000003,0.28800000000000003,7.06,3.39,3.48,True,True,False,False,False
"Keres, Dusan",PHYS 2A,SP21,295,104,0.647,0.6729999999999999,7.29,2.99,2.7,True,True,False,False,False
"Shpyrko, Oleg",PHYS 2B,SP21,573,233,0.782,0.87,7.12,3.17,3.11,True,True,False,False,False
"Shpyrko, Oleg",PHYS 2B,SP21,74,31,0.867,0.9670000000000001,7.23,3.38,3.24,True,True,False,False,False
"Butov, Leonid",PHYS 2BL,SP21,328,137,0.733,0.7559999999999999,5.8,3.65,3.69,True,True,False,False,False
"Duarte, Javier Mauricio",PHYS 2C,SP21,349,287,0.941,0.983,6.12,3.76,3.69,True,True,False,False,False
